Unnamed: 0,Context,Verb.form,Recipient,Theme,morph_case
3368,"b: oh really. //a: yeah. uh, and a friend of mine who had gone for a business trip to china and she just gave me this woman's name to contact and it would really be fun, i think ideally with like two couples because you have a car and a driver -- //b: uh-huh.",gave,me,this woman's name to contact,dat
3369,"a: uh, probably about the same thing. just, uh, give them a chan-, you know, with w-, a positive, have them sit down with their boss and their boss's boss and, uh, you know, just talk with them about what happened, what the problem was,  po-, there's a possibility that, uh, you know, you've got to give somebody a benefit of the doubt because everybody would probably say, oh, well, that's just, you know, i just tried it once to see, ",give,somebody,a benefit of the doubt,dat
3370,"let my money sit in the bank for an extra, because they pay, uh, our credit union pays, at the end of the month on your balance, so i will let it sit and then draw interest from that and then i'll pay my credit cards off in full every month so, you know, i have no finance charges, as long as i pay off exactly on time, which i do. and, also discover card gives you a little bit of money back. it's not much, but, you know, five or six bucks. uh, instead of writing a check for a large purchase, if i'm disciplined enough i can, like, we-, uh, like buying a suit if i spend like three hundred bucks, you know, i'll get some of that back through the cash back program and also at the",gives,you,a little bit of money,dat
3371,"a:  and  the times that it's worked and the times that it hasn't worked and, //b:  yeah.  //a:  give  you a general description of it and you can help me out a little bit. //b: .",give,you,a general description of it,dat
3372,"a:  uh-huh, that's great.  //b:  there, you know,  because the other, //a: now that gives, //b:  public,  //a: you a little bit of incentive there.",gives,you,a little bit of incentive,dat
3373,"a: right. //b: uh,  the smaller schools can give you a lot, uh, a lot more specialized instruction -- //a: uh-huh.",give,you,a lot more specialized instruction,dat
3374,"a: right, i mean, i'll give you an idea that i had, um, and i would say, i would say the ones, the majority appreciated what they were having in this country.",give,you,an idea that i had,dat
3375,"a: well, i'm short, and i've been told that if you wear the longer skirt, it gives y-, it gives you more of an elongated look. //b: uh-huh. //a: so, uh, i've always been more comfortable in the longer ones.",gives,you,more of an elongated look,dat
3376,b: -- back to god because he's given you that ability and that talent and -- //a: right.,given,you,that ability and that talent,dat
3377," a: and, and then they say, well, if you give them the right to do this, then they're going to take some other right away from you, but i, i firm-, -- //b: i don't believe that.",give,them,the right to do this,dat
3378,"b: -- than was she. and that seems to be the primary complaint. uh, i think my biggest c-, problem with the plano schools right now is that many of the schools do not have cafeterias and kids have to take their lunch back to their classroom to eat, uh, rather than giving them a, a break from that area -- //a: uh-huh. //b: -- during the day. uh, and, uh, that's,  i guess i'm a fairly",giving,them,a break from that area,dat
3379," b: yeah,  yeah, just started doing it with little pieces of cheese, and boy, the dogs really, even at the age of ten, i would just still be teaching them new tricks. just as long as you give them something to look forward to. i mean, they love the hugs and kisses, but the, the food really",give,them,something to look forward to,dat
3380,"are starting to cheat more and more, which is a shame. but i think the i r s has brought it on themself because they're not being very helpful to those who have made errors. and i think if they, i think if they would come back and say, hey, look, this is wrong, this is the way it should be done, we going to give you some refund and so forth, and actually show an honest effort to be good on both sides of the fence. we want to collect as much",give,you,some refund and so forth,dat
3381,"b: uh-huh. //a: -- so much i don't think they realize and i, uh,  i, i think it gives you a better perspective, //b: . //a: on life and, uh, it gives you a little bit, uh, more a glimpse of the, the real world and -- //b: yeah.",gives,you,a better perspective on life,dat
3382,"b: you can't get them, give them, the, oh, you know, cabbage patch answers -- //a:  yeah. //b: -- and stuff. they, they, that just does not go.",give,them,cabbage patch answers and stuff,dat
3383,"a: really. //b: uh. //a: they, they gave him every chance possible . //b: oh, they gave him more than, more than, uh, more than i would have. //a: is that right? ",gave,him,more than i would have,dat
3384,"b: well, because his parents gave him a car to go there.   well, you know .",gave,him,a car to go there,dat
3385,"a: well, uh, let me give you a little history on that. i, i drove, uh, g m cars for a long time and, in fact, i had a, uh, chevrolet and it ended up cost-, it was only about five or six years old and i was paying on the average, a hundred dollars a month in repair bills on that thing, and i just couldn't handle that. so, i took a deep breath and bought a toyota and have",give,you,a little history on that,dat
3386,"b: -- and i don't think anybody has focused on, on that and has seen that as one of the causes of the deterioration in our school system. //a: yeah, well, they don't give them a whole lot of incentive. i mean, you look at the pay a teacher gets versus some of these other professions. //b: oh, i agree with you. ",give,them,a whole lot of incentive,dat
3387,"these people to be off from work. or -- //b:  yeah. //a:  -- at least give them the time off from work. uh, whether it's, i think it's with pay. if i remember, jury duty is with pay. //b:  well,",give,them,the time off from work,dat
3388,"a: but  that's a, that's a hundred thousand mile tune-up, so i guess if it gives me another fifty thousand in between, i'll be happy with it. but, uh, ",gives,me,another fifty-thousand in between,dat
3389,"b: and, um, //a: well, this is great. this is going to give me -- //b: a whole new, //a: -- some more places to go.",give,me,some more places to go,dat
3390,"a: uh-huh. //b: -- just for a year's kind of socialization and again, to give my wife a little bit of relief. //a: yeah. it sounds like we'll be doing something similar, and my wife was thinking of, uh, starting up a little preschool --",give,my wife,a little bit of relief,dat
3391,"a: even if it doesn't get a good review, if it's something i'm interested in, i'll probably go see it anyway. //b: oh, like the man on the, uh, i think it's k r l d that reviews movies gave, uh, star trek, the new movie, uh, like a four or five and i was surprised because everyone that's a star trek fan that i know that has seen it just loved it.",gave,star trek the new movie,like a four or five,dat
3392,"b: and, uh, well up in, uh, south dakota on the, in the missouri river there we've, uh, tied into a few northern pike and, uh, they really, uh, in, in, when the water is cold, they are very slow moving fish, but in the summer time, they'll, uh, give you a run for your money. //a: uh-huh. so when you were, when you did go fishing where did you go? you moved there from where? nebraska?",give,you,a run for your money,dat
3393,"b: right. //a: -- but yours sounds good. i bet that lemon and orange peel gives it a little bit of tartness. //b: it does, and it, it, it is really good. //a: um. well, that sounds interesting, so there's your good",gives,it,a little bit of tartness,dat
3394,"b: uh-huh. so tell me your feelings on recycling. is it, do you think this is a good thing, or silly. //a: i think it's a very good thing. i think that, uh, i think it helps if the city is giving you a nudge to do it -- //b: yes. //a: -- because i think there are a lot of people that don't do it, and i can't",giving,you,a nudge to do it,dat
3395,"a: no, i haven't. i just, i felt really lucky to go see neil diamond the other night. my cousin gave me a free ticket to go -- //b: uh-huh. //a: -- as a christmas gift. so, ",gave,me,a free ticket to go,dat
3396,"a: uh-huh. //b: and progressive tax, i think, uh, does not give people incentive to make more money, and what i mean by that, the more income you make, the more tax you pay. //a: more taxes you pay.",give,people,incentive to make more money,dat
3397,"b: yeah, they give you, i think they start giving you like a half a percent back, which doesn't sound like a thing, but when you, you know, when you add up everything you've, you've charged up on the discover card for a year -- //a: uh-huh.",give,you,like a half percent,dat
3398,"b: -- and they , and that adds up to, you know, two fifty or something.",give,you,half a percent of that,dat
3399,"b: oh. //a: -- and they gave him twenty-four rib eye steaks. //b: what a deal. //a: i said, well, did you buy anything? he said, no --",gave,him,twenty four rib eye steaks,dat
3400,"a: the, the, the worst of the violence in the flintstones was when somebody gave fred a poke in the snoot.",gave,fred,a poke in the snoot,dat
3401,"small grade stucco type plastering over the drywall -- //b: i expect that's what it is, yeah. //a: -- to give it a textured sort of a look, and made for kind of a hard shell on the, on the drywall. //b: yeah, i think that's the way this is done. fortunately we haven't had any real big holes in it yet so i, ",give,it,a textured sort of look,dat
3402,"a: what got me started in the first place was, uh, my brother-in-law gave me a set, the, uh, um, foundation trilogy -- //b: oh, yeah.",gave,me,a set the foundation trilogy,dat
3403,"situation that the person really did commit the crime. uh, you -- //b: yeah. //a: -- want to give him every opportunity you possible can but, uh  , //b: well, that's then, that's the thing here in,  here in texas. we've had a couple of cases in the last, one, one was, was a murder case where it ",give,him,every opportunity you possibly can,dat
3404,"a: we wound up going to biloxi, mississippi and we, uh, course, called ahead and got reservations for everyone and, uh, it turned out real well because the children, it had a swimming pool and what have you and it gave us a chance to get reacquainted without all the burden falling on somebody else. //b: that sounds like a good way to do it because what happens with, with our system is, you know, the, the family who's turns it comes and, and they come",gave,us,a chance to get reacquainted,dat
3405,"b: -- but, uh, the cubic feet per minute of air flow is up to ninety, and so that's what, that's what gives you your thrust of your paint. ",gives,you,your thrust of your paint,dat
3406,"a: -- is that he is saying, i am going to give you this ludicrous little tax cut so that you'll be happy come november, and you'll elect me again --",give,you,this ludicrous little tax cut,dat
3407, they probably give you a chance to explain yourself -- ,give,you,a chance to explain yourself,dat
3408,"a: -- and i, i when i ride the bik-, when i ride my bike to campus, i  on my walkman and that gives me one side of the news -- //b: uh-huh.",gives,me,one side of the news,dat
3409,"a: and uh, uh, gee, i pretty much pay my cable t v annually. you get a discount for doing that. they give you the thirteenth mon-, month of service free if they remember .",give,you,the thirteenth month of service,dat
3410,"b:  i believe you should have the testing but they should be, like, if you get, if you get a positive, they should double check you and still give you the benefit of a doubt. //a: yeah. find out what, you know, if you have been taking some kind of medication and, you know, if that would effect it and everything.",give,you,the benefit of a doubt,dat
3411,"b: that's true. that, that sort of sing-, singling a person out, i guess i could see that side of it, of it as well. well, you can see, i really haven't given it a whole lot of thought. i'm, i work for a privately held, uh,  uh, systems integrator and, uh, we are family oriented as a company and, uh, we, we don't have, uh, any, any problems that, uh, anyone knows about, if you know what i mean. there may be problems, but no one is aware of them.",given,it,a whole lot of thought,dat
3412,"b: yeah, same here. //a: and that, that pretty much gives you, gives me an idea what's going on and, in about, like a two hours it takes me to run right through it, i can figure out exactly what, what, what's happened in like the past week. but that's about the only newspaper that i really listen to.",gives,me,an idea what 's going on,dat
3413,"a: now how would you recommend doing that? //b: well, if somehow we could mak-, give them a certain amount of independence, cause that's part of college. //a: yeah.",give,them,a certain amount of independence,dat
3414,"a: uh, oh, it's terrible. we've just recently, uh, they've been, they've been fighting more and more because they want to, they want to have it so that we can give them all of our junk mail. //b: right. that -- //a:  --",give,them,all of our junk mail,dat
3415,"b: -- definitely but, uh, i don't know. i could, i couldn't believe they suggested that judges should be doing the sentencing. //a: yeah.  gives them a little too much power . //b: yeah . tha-, i, i know of a couple of people at least who would be arguing with that. or arguing against that pretty vehemently. but, uh,",gives,them,a little too much power,dat
3416,"a: right. //b: -- you know, or give it a balance still owed on it. and that's all we did. //a: when the balance is zero, it doesn't help much. ",give,it,a balance still owed on it,dat
3417,"all back together again if you know you need brakes. because he showed me, and i did, in fact, need brakes. and i was going to do it myself, and i just, you know, it, it, i shuddered, because every time i try to work on my car lately, i don't have all the right tools, and it ends up taking my twice as long. so then he turned around and said, i can give you a fifteen or ten percent discount if you do it now. so i says, okay. so it ended up costing me almost six hundred, almost seven hundred dollars --",give,you,a fifteen or ten percent discount,dat
3418,"b: that's right . //a: . //b: it certainly gives you some, some specific goals to work towards. //a: uh-huh. //b: but, uh, he helps a lot with her. he helps feeding her, changing her and",gives,you,some specific goals to work towards,dat
3419,"a: oh my son does. he's the four year old. i've got a nintendo that he plays with. //b: oh gives him something to amuse him while there, uh, //a: well he likes those crane games, you know, where you try to win a toy. //b: yeah. ",gives,him,something to amuse him while there,dat
3420,"scouting, and girl scouts, four h, uh, and those activities helped a lot in, //b: uh-huh. //a: giving us things to do with the children. and uh, we try to take a vacation with them every year, camping of some sort, something that wasn't expensive. and, uh, our youngest is, uh, expecting her first baby. so, they're, they're all out and on their own.  they're, and we have one to get married yet . and they'll all be married. uh, and they're,",giving,us,things to do with the children,dat
3421,"b: i think that might give it a little added touch of something, i'm not sure what , //a:  uh,",give,it,a little added touch of something,dat
3422,"b: -- i mean, that's happened -- //a: uh-huh, uh-huh. //b: -- and giving them another trial might give them additional time to, uh, prove their innocence.",giving,them,additional time to prove their innocence,dat
3423,"you know. it was difficult, //b: oh. i bet. //a: because there are a lot of places that don't give you ti-, i mean, they give you the time but not the pay. //b: i see, okay. //a: so, you know, you lose a day's pay and you, well, you make about eight ",give,you,the time but not the pay,dat
3424," a: and that, that's another point is that, the, a parent should tell their child to be or, or to give their child the leeway to choose their school, //b:  yeah.  //a:  not  so much choose the school for them but, you know, kind of guide them",give,their child,the leeway to choose their school,dat
3425,"b: . //a: yeah, he makes good money too doing that, you'd be sh-, i was shocked, but anyway, someone gave an iranian a tip of four rangers tickets last year, //b: uh-huh.",gave,an iranian,a tip of four rangers tickets,dat
3426,"a: um. //b: uh, undergraduate schools, before i found a, a good school that was more general, uh, to give me time to make up my mind. //a: oh, that's interesting. i went to a, a liberal arts school, actually, at first, and you weren't really even, um,",give,me,time to make up my mind,dat
3427,"b: and, uh, the senior vice president is, uh, is big on business attire, and so, um, um, he sort of funnels that down to, uh, to the people that work in his group. so, um, i, i, i enjoy it. i think it makes a nice environment and, um, i don't know, gives it a little more business type atmosphere. //a: well, i have noticed with my own children, for example, that they will, depending on what they're wearing, it, it makes a big difference on how they act. ",gives,it,a little more business type atmosphere,dat
3428,"a: and, and they seem to be, there's articles in the time magazine and all about whether it be basketball or anything else. if it's not making money, then we'll do away with it. well, that's not, i thought it was so that you give them an education of that particular discipline.",give,them,an education of that particular discipline,dat
3429,"a: well, tur-, turn in your forms. go right to personnel. i don't know whether you have to about an h m o. i don't think so. you turn, you get your doctor to give you a more than six months prescription and, uh, they're twelve dollars, again, they just were six, they just raised them to twelve this year. twelve dollars for a three months supply.",give,you,a more than six months prescription,dat
3430,"b: if we don't, then what's going to happen is that , it's just a onetime shot, they're not going to do anything. //a: well, do you think that, um, by, uh, going over there and doing what we did that, uh, it's going to give us a chance for peace over there? //b: i don't think there's ever going to be peace in, in the middle east. //a: yeah. that kind of, ",give,us,a chance for peace over there,dat
3431,"still living at home, but she works -- //b: yeah. //a: -- you know, and i think she even gives mom and dad a little bit, you know, of rent money. //b: yeah. ",gives,mom and dad,a little bit of rent money,dat
3432,"b: yeah. it is i imagine. //a: uh-huh. even, well, like, i, i'm in like a little town right now. it's smaller than butler and, um, butler, butler is about an hour north east of pittsburgh. so that will give you some idea of where i'm at. //b: okay. //a: and i'm about, ",give,you,some idea of where i 'm at,dat
3433,"i just out and we, you know, grill steaks or salmon or whatever. //b: uh-huh. //a: um, so, um, so i can give you something that we like to do.",give,you,something that we like to do,dat
3434,"don't make decisions, they don't vote. i, i think if they voted, that, as you say, the, um, they, they would probably stay commonwealth, or that would be the best for them. //a: well, that would give them, them more of an interest in what goes on in this country, if, if they had, uh, a, uh, a privilege of voting, uh, that would give them a vested interest in the government, and, uh, i would see that as, as a positive, uh, thing for them to consider. //b: yeah, but as you say, it's two diff-, two different cultures. i don't, i don't know. um, so you, like i said, i was reading this ten years ago. ",give,them,a vested interest in the government,dat
3435,"i just out and we, you know, grill steaks or salmon or whatever. //b: uh-huh. //a: um, so, um, so i can give you something that we like to do. //b: give me something that's really easy to do. //a: well, clams  if you like clams . //b: i love clams, but i'm not sure what clams casino are and i don't know if i",give,me,something that 's really easy to do,dat
3436,"a: probably . i don't know, //b: oh. //a: where they got them from. they just came up and gave me a whole bag of these things, //b: uh-huh.",gave,me,a whole bag of these things,dat
3437,"a: you, you call that number and, and, uh, somehow or another they'll give you an option to leave a message and you can leave a message. //b: okay. ",give,you,an option to leave a message,dat
3438,"on welfare or trying to make it and, you know, the, //a: . //b: united states gives people that come into the country more money to start their life than the people that's already here that's trying. //a: yeah.",gives,people that come into the country,more money to start their life than the people that 's already here that 's trying,dat
3439,"a: if they have it again. //b: uh-huh. //a: uh-huh. because you know, they don't give you a whole bunch of them pills. //b: yeah. //a: because they gave my husband some when his mother passed, but that was for, ",give,you,a whole bunch of them pills,dat
3440,"a: uh-huh. //b: the kind of a gravy or sauce that comes with a lot of that, they use cornstarch instead of flour in all of their sauces and gravies. and it gives it a bit of a different consistency. //a: well, um, how long do you cook the meatball? ",gives,it,a bit of a different consistency,dat
3441,"b: right. //a: and, uh, have to, give everybody a half day a week off. //b: right. //a: and i think you can do that for a little while but i'm,",give,everybody,a half day a week off,dat
3442,"a: i think that, i think most importantly it would give the federal government something new that they could tax. //b:  and probably a lot of.",give,the federal government,something new that they could tax,dat
3443,"a:  well it's getting  where you can't hardly afford, if you're going to give your kids any kind of education and stuff you can't hardly afford to have over two. //b:  right. ",give,your kids,any kind of education and stuff,dat
3444,"b: well, i would just think if bush was so successful in lining up the correlation to prosecute a war, then he should be equally successful in getting that same correlation to push the united nations to, uh, uh, somehow persuade those nations to give the kurds a homeland they were promised that . ",give,the kurds,a homeland that they were promised,dat
3445,"b: well, you can at least, uh, //a:  awareness.  //b:  give  them the awareness of the different cultures and, uh, you know, have all sorts of, um, at least, you know, let them know what that, that other people do things differently than, than, than maybe in their own neighborhood.",give,them,the awareness of the different cultures,dat
3446,"b: -- they really, uh, give a lot of information in the local newspaper, not in the, not in the bigger city dallas newspaper, i mean, they, they just , but the local newspaper really goes into, uh, quite a bit of history about the candidate -- //a: uh-huh.",give,it,a small portion of the newspaper,dat
3447,"a: uh-huh, uh-huh. //b: uh, reports inst-, had my son who knows a lot about that, study them thoroughly, and he gave me four choices of cars to buy . //a: uh-huh. //b: an escort definitely was not among them. in fact, there wasn't an american",gave,me,four choices of cars to buy,dat
3448,"b: they took them back -- //a: yeah? //b: -- and gave me a credit of about a dollar each time. //a: really? //b: so i, yeah.",gave,me,a credit of about a dollar,dat
3449,"a: i bet the mayonnaise in there makes it really, kind of gives it a -- //b: yeah, it gives it a, an extra -- //a: -- tang that would be good.",gives,it,an extra tang that would be good,dat
3450,"a: you retain employees and keep them longer. that's, that was the rationale they gave when they were giving us information about our -- //b: uh-huh. //a: -- employee assistance programs that --",giving,us,information about our employee assistance programs,dat
3451,"b: yeah, they got walken, someone else they resigned. //a: well, i wouldn't be surprised to see them if they go after bonds but, //b: they're not going to give them more than six million a year. they can't afford it. //a: well, i don't think anybody can. i don't know if anybody's worth that much.",give,them,more than six million a year,dat
3452,"b: and i figure that gives me room for the mistakes i make. //a: uh-huh. the, uh, i, i-, i have to say that, let's see, at this point on, i don't run out of money. uh, and it, uh, a-, and i don't, i mean someday, if i were to get remarried i might want to buy a house which requires lots of money",gives,me,room for the mistakes i make,dat
3453,"a: yeah, i have a good friend who grew up in mexico, she's been in this country, oh, about twelve, fifteen years and, uh, uh, she gave me a tape, uh, of some spanish music. oh, what is that dance, with the ladies in the long dress and the fans. //b: uh, oh, you mean, uh, flamenco.",gave,me,a tape of some spanish music,dat
3454,"b:  most of the, uh,  you know, wordperfect and lotus and those kinds of programs you can subscribe to an update service for about fifty dollars a year. i think they'll give -- //a: oh. //b: -- you the, the next release of their software.",give,you,the next release of their software,dat
3455,"b: yeah, yeah, our company's a little tougher on the second chance. i mean, if, if they're going to give you the opportunity to turn yourself in, then they ought to, you know, go out of the way, i think, a little bit more to, uh, to help you get, help get you rehabilitated to, you know, to get get back at your job.",give,you,the opportunity to turn yourself in,dat
3456,"b: it's kind of, i don't know, it's kind of odd they pick, do you pick the topic or does the computer? //a: no, uh, they give you a list of things that you want,",give,you,a list of things that you want,dat
3457,"b: uh-huh. well, they, uh, i mean, all the places i went to, you know, they gave us, you know, small tests and stuff like that. i guess if, uh, you could always get a second opinion. i mean, if your company tests positive, i mean, i, i, i would think there was a way, there'd be a way around it if, i mean, even if you did test positive, you could probably get tested again, and, uh, test negative.",gave,us,small tests and stuff like that,dat
3458,"b: -- but the other two i feel, uh, would give either you know, the plaintiff or for the defendant the the full benefit of the law. //a: uh-huh.",give,either the plaintiff or for the defendant,the full benefit of the law,dat
3459,"a: -- and then maybe give you another chance to go through it. but, uh, you know, once again, those things are not that accurate so there's undoubtedly a proportion of people who do fail, you know. but, uh,  are you working right now anywhere or,",give,you,another chance to go through it,dat
3460,"and i suppose that if, uh, if you're going to pay teachers the salary that they're paid, that's, that's the level of education that's going to be presented. //b: that's true. we have to pay our teachers more and give them more incentive to interest the children.",give,them,more incentive to interest the children,dat
3461,"b: well at least that would give a person a chance to look -- //a: yeah. //b: -- you know. because the way it is, a person really don't have a chance",give,a person,a chance to look,dat
3462," //b: -- to participate in and give them some tangible benefit for doing so to inspire, uh, more involvement on their part. //a: right. ",give,them,some tangible benefit for doing so,dat
3463,b: i mean there's no point in giving them any more money than we have to. //a: that's true.,giving,them,any more money than we have to,dat
3464,"a: they think they're so cute. //b: probably gives them ideas of what they want to do, right . //a: i guess  so, i guess so, i guess so. we're not real big movie goers ourselves, but we did try to go see about a month ago that, um, dead again --",gives,them,ideas of what they want to do,dat
3465,"oppression that they've been under for so long that now they have some freedoms but they don't know how to act yet. they don't understand that to make that work, they've got to take some responsibility for themselves. it's not just the government's responsibility anymore. you can't just blame it on the government when they give you the freedom to take care of yourself then that puts some responsibility on you as well. //a: absolutely, and, and i think that they're having a hard time with the concept of you can not go back.  {phone} people only go forward and i ",give,you,the freedom to take care of yourself,dat
3466,"b: uh, i, i guess i see all of us benefiting, and i, i don't see it just relegated to the young. but i see, i, i see so much going on that, that's bad. and this would give them a chance to have some positive self-esteem.",give,them,a chance to have some positive self-esteem,dat
3467,"b:  if  nothing else just those experiences beyond and, and including your educational classes that help give you the self-esteem to do and achieve, //a:  uh-huh.  //b:  whatever  you set your mind on, //a:  {very faint} uh-huh.  //b:  and the, you,  you made the right choice in going to a school that met all of your needs to make, to give you the, the potential to do whatever you wanted. ",give,you,the potential to do whatever you wanted,dat
3468,"b: yeah. //a: -- in school. but i think some things might be a, a wise idea, just to give kids more of an authoritarian sort of view, //b: yeah. //a: i think a lot of kids are having a problem with that today. i wo-, wou-, ",give,kids,more of an authoritarian sort of view,dat
3469,"bless our nation. but because we're, our motive is interest, our motive is not pure, it just backfires, i mean, none of these nations have paid us back. but, you understand, it's, i guess it's a principle of giving and receiving. you give it, no strings attached and they may never give you anything back, but because there's no strings attached, it like gives them a freedom to give us something back. and it might not be money, it might be, um, no taxes on our things, our computers going into their nation, it might come back in another way, but it would be come back. but because we're loaning it, i think that's the problem. and i don't mean give it to everybody that asks. use a ",gives,them,a freedom to give us something back,dat
3470,"b: i'm, i pretty much specialize, i guess, in italian and chinese. //a: yeah . //b: um, i'm a vegetarian, as, uh, chinese gives me a lot of -- //a: yeah. //b: -- room to play with. i've been, i've been doing some stuff with, um, ",gives,me,a lot of room to play with,dat
3471,"b: uh-huh. right. now that we have two cars i'm not as scared to play with, play around, because we always have the other car. seems like i, before i would get the car all apart and realize i needed a part, you know. and so i'm calling all the neighbors and stuff trying to get them to give me a ride down to get my part, you know, because i don't have another car . so now that we have two cars, i, i'm not, i'm less leery about just going for it.",give,me,a ride down to get my part,dat
3472,"hunting, she could care less about that. //b: yeah. //a: she's does a little fishing, but, you know, golf would give her the exercise, she'd be outside, give her something to do that we both enjoy, so. //b: yeah, it, it sounds like we've got real similar situations. //a: yeah. ",give,her,something to do that we both enjoy,dat
3473,"other side, so it was real nice to have the, the teams that were there. //b: right, right. //a: of course, i wasn't really, i mean, i, i, u n l v kind of gave me the impression of being a, uh, uh, oh, i don't know, a macho team, you know, they just didn't seem, they seemed to think they were better than everybody else and, and maybe they were, but, um, i was real happy to see them get knocked off. so,",gave,me,the impression of being a macho team,dat
3474," a: uh-huh. //b: and that has been a real mess to say the least. but, uh, they kee-, seem to keep moving her in and out of different ones that they had just got done moving her, uh, into another one because the one she was in they gave her some medication she was definitely allergic to and almost killed her. //a: oh, gosh. ",gave,her,some medication she was definitely allergic to,dat
3475,"a: because a lot of people work and not every place, //b: yeah. //a: will give you time off to go to the polls. //b: yeah. i, i'm kind of with you. in fact, i even think that the, there's a consp-, i wouldn't call it a conspiracy, but, you know, if you really wanted, you know, hundred and hundred million people to vote, why would you have voting",give,you,time off to go to the polls,dat
3476,"a:  yeah.  //b:  on,  on limiting tho-, the use of those. uh, i'm finding i'm, i'm almost offended when i go into a restaurant now and they try to give me a styrofoam cup for coffee or something,",give,me,a styrofoam cup for coffee or something,dat
3477,"his way to play marching band music, //a: uh-huh. //b: or like you say, jazz or classical to the children to, to give them some exposure to different kinds of music. //a: uh-huh.",give,them,some exposure to different kinds of music,dat
3478,"a: uh-huh. //b: -- and i went there and, and, uh, they, they gave me an appointment for about a month away --",gave,me,an appointment for about a month away,dat
3479,"a: and, and so i, i, i like the weekly magazines, uh, because i-, it gives me, you know, the high points of what's going on. ",gives,me,the high points of what 's going on,dat
3480,"a: but, one thing that i like to do, uh, of course, i always want to make it easy on the cook, and, uh, the lady who is the manager of the country club gave me a really good recipe for ham loaf that, it's something you can make up ahead and then stick in the oven, you know.",gave,me,a really good recipe for ham loaf,dat
3481,"a: huh-uh. //b: limiting the two terms and then they have to sit out one. //a: i think that's wonderful. when do we first, then start giving them their lifetime income as a retired politician? //b: i don't think we should ever give them a lifetime income, ",giving,them,their lifetime income as a retired politician,dat
3482,"to read the paper each day, uh, covering the, the headlines and then the, in each of the sections and then i think i enjoy the editorials about as much as anything. //a: huh, yeah. that's, uh, editorials give you, a, an insight into people's perspective of, of issues, //b:  yeah. ",give,you,an insight into people's perspective of issues,dat
3483,"b: that, that maybe true. that's very true. //a: you know, give them a true incentive to want to work. //b: right.",give,them,a true incentive to want to work,dat
3484,"b: and i think the military proved itself competent to do exactly what it's paid to do. and, uh, it just goes to give me a, a, a feeling that, uh, we did some things wrong.",give,me,a feeling that we did some things wrong,dat
3485,"b: yeah. and, uh, if i understand it, they're, uh, they're planning to, uh, start giving everybody containers to put aluminum and glass in.",giving,everybody,containers to put aluminum and glass in,dat
3486,"a: yeah, yeah, and it gives you a, sens-, um, a false sense of security or something it seems like because you say, oh, well, i don't have to pay for it now but you're going to have to pay for it, and it seems like ...",gives,you,a false sense of security or something,dat
3487,"a: i do not either. yeah. that is true. because, you know, once, once they start clamping down on one thing or being against one group, then the, uh,  it gives them a foothold to, to be against somebody else, you know. ",gives,them,a foothold to be against somebody else,dat
3488,"a: oh, yeah, yeah, he does and there is just a, there's a, i don't know, uh, i think that beard gives him a look that he is always grinning, whether he is or not. //b: yeah.",gives,him,a look that he is always grinning,dat
3489,"b: and i laughed. //a: well, that's what, when i got married, um, both my husband and i had been living separately so my girlfriend wanted to give me, uh, a wine shower where people brought recipes. //b: what a neat idea.",give,me,a wine shower where people brought recipes,dat
3490," b: -- you know, through all three years of middle school. //a: uh-huh. //b: and i think that would give them more security in going to the counselor. //a: uh-huh.",give,them,more security in going to the counselor,dat
3491," burden. she's very independent.  so she's in this nursing home. it's out in the country and, uh, she really enjoys it right now  because she doesn't have to wash dishes or cook . //b: gives her a little bit of her own independence -- //a: uh-huh. ",gives,her,a little bit of her own independence,dat
3492,"b: -- people were siding with the husband, saying, you've got to go to work, if you have these four children, you've got to support them, and nobody would give her credit for being -- //a: uh-huh. //b: -- home and raising them.",give,her,credit for being home and raising them,dat
3493,"b: is what do they, do they give you stock in the company you work for? //a: yeah, what they do, what they do is it's it's a purchase program where you get stock. it's on a one year cycle. and you get it at eighty-five percent of the lower of the beginning and the end price for the year. so like the set",give,you,stock in the company you work for,dat
3494,"things like that and running downtown, uh, during my lunch period -- //b: yeah. //a: -- well it gives me an opportunity to get some walking in. //b: yeah, so you probably get a lot of walking in. i know that when i went to college and just walking --",gives,me,an opportunity to get some walking in,dat
3495,"b:  it's fun, i like that, and plus there's a guy at work that he and i trade different games, like he's like, well, what do you have, and i'll give you this -- //a:  uh-huh. //b:  -- and so we trade, he's given me jeopardy and monopoly and wheel of fortune, and, //a:  all right, you've got some good ones then.",given,me,jeopardy and monopoly and wheel of fortune,dat
3496,b: they thought it was the neighbor. he gave the two doubting thomases a rubber band and a paper clip. //a: .,gave,the two doubting thomases,a rubber band and a paper clip,dat
3497,"difference, too, if, if after your children are raised, uh, you want to go out and fulfill yourself. //b: well, i did, i didn't work while my children were young and i was married, because i did want to give them the background that they got at home. //a: uh-huh. //b: i did find afterwards, though, you take the children whose, you know, in a, ",give,them,the background that they got at home,dat
3498,"a: -- they give you that ten, uh, //b: . //a: that hundred thousand mi-, mile, five year warranty --",give,you,that hundred thousand mile five year warranty where it only costs you twenty-five dollars to have anything repaired,dat
3499,"b: yeah. //a: -- not employed outside of the home either, so i, //b: so that gives you a little more time to do that, yeah. i, i have an application in with american right now for flight attendant, actually, so -- //a:  oh. //",gives,you,a little more time to do that,dat
