Line,Construction,verb,rec,rec.def,rec.pron,rec.anim,thm,thm.def,thm.pron,thm.anim
and that gave the mothers . free afternoon you know to do what they wanted to do .,gave the mothers . free afternoon,gave,the mothers,Def,non,Anim,free afternoon,Indef,non,Inanim
and when he was born . I remember my mother telling me that the lodge gave them some money.,gave them some money.,gave,them,Def,pronoun,Anim,some money,Indef,non,Inanim
and gave me the money they paid -,gave me the money they paid -,gave,me,Def,pronoun,Anim,the money they paid,Def,non,Inanim
his boss said . he g . gave him the job to come down here . which I was thrilled to bits to come back .,gave him the job,gave,him,Def,pronoun,Anim,the job,Def,non,Inanim
he . tau he taught me it all . but ah .,taught me it all .,taught,me,Def,pronoun,Anim,it all,Def,pronoun,Inanim
dressed in h gave me a doll and it was all beautifully dressed .,gave me a doll,gave,me,Def,pronoun,Anim,a doll,Indef,non,Inanim
and then you'd just give it a sweet .,give it a sweet . a bit of a push .,give,it,Def,pronoun,Anim,a bit of a push,Indef,non,Inanim
or trying to be they gave me a class of . boys that .,gave me a class of . boys that . none of the men could manage .,gave,me,Def,pronoun,Anim,a class of boys that none of the men could manage,Indef,non,Anim
he used to give us a a . a y a piece of paper each and .,give us a a . a y a piece of paper each,give,us,Def,pronoun,Anim,a piece of paper,Indef,non,Inanim
and she could she would tell us a story that lasted from one corner to the next corner .,tell us a story that lasted from one corner to the next corner .,tell,us,Def,pronoun,Anim,a story that lasted from one corner to the next corner,Indef,non,Inanim
and he would . give you the total of it or whatever it was just tell you just like that,give you the total of it,give,you,Def,pronoun,Anim,the total of it,Def,non,Inanim
and I gave him the answer,gave him the answer,gave,him,Def,pronoun,Anim,the answer,Def,non,Inanim
. and he looked at me and he said you're the first boy in New Zealand who's given me the answer,given me the answer,given,me,Def,pronoun,Anim,the answer,Def,non,Inanim
they sent the men wanting to sell them all sorts of stuff up   that's,sell them all sorts of stuff,sell,them,Def,pronoun,Anim,all sorts of stuff,Indef,non,Inanim
. but I've got a very nice ah cam did I tell you this that I've got a very nice cameo,tell you this,tell,you,Def,pronoun,Anim,this,Def,pronoun,Inanim
. I could just open that door and show you a slate,show you a slate,show,you,Def,pronoun,Anim,a slate,Indef,non,Inanim
. and I've got pictures of him here too I could show you a lot of stuff about Arthur Street School,show you a lot of stuff about Arthur Street School,show,you,Def,pronoun,Anim,a lot of stuff about Arthur Street School,Indef,non,Inanim
. but if you really want that I can give that you definitely I actually had a glance in there just now but I couldn't get near it without . making a job of it,give you that,give,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
. of . school information that I can really give you the the gem if you want to get more about Arthur Street School,give you the the gem,give,you,Def,pronoun,Anim,the gem,Def,non,Inanim
. and I could tell you something,tell you something,tell,you,Def,pronoun,Anim,something,Indef,non,Inanim
 - I off the cuff I don't think I could tell you that no I don't think I,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
. I couldn't tell you that,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
 - cause I can't really tell you a great deal about it,tell you a great deal about it,tell,you,Def,pronoun,Anim,a great deal about it,Indef,non,Inanim
. to tell me something about the girls . at Arthur Street School cause,tell me something about the girls . at Arthur Street School,tell,me,Def,pronoun,Anim,something about the girls at Arthur Street School,Indef,non,Inanim
. could have just ah given them a ring just to . have a talk and ask them,given them a ring,given,them,Def,pronoun,Anim,a ring,Indef,non,Inanim
. his sister from the north island . decided to pay him a visit  . so,pay him a visit,pay,him,Def,pronoun,Anim,a visit,Indef,non,Inanim
<owes> don't mention his name but tell them .,tell them .   how he used to flip the tourist on the boat,tell,them,Def,pronoun,Anim,how he used to flip the tourist on the boat,Indef,non,Inanim
yes well I told him all that,told him all that,told,him,Def,pronoun,Anim,all that,Def,pronoun,Inanim
and er they used to give the men a a drink of brandy,give the men a a drink of brandy,give,the men,Def,non,Anim,a drink of brandy,Indef,non,Inanim
he gave a chap a horse that was pretty flighty .,gave a chap a horse that was pretty flighty .,gave,a chap,Indef,non,Anim,a horse that was pretty flighty,Indef,non,Anim
volunteered and said they could show him where the ground ahh was .,show him where the ground ahh was .,show,him,Def,pronoun,Anim,where the ground was,Indef,non,Inanim
to show them the way out .,show them the way out .,show,them,Def,pronoun,Anim,the way out,Def,non,Inanim
they told them the story . and they all t~ . turned and . proceeded back to Oakura,told them the story .,told,them,Def,pronoun,Anim,the story,Def,non,Inanim
and . their remarks . give you a . a very . pleasing . er effect,give you a . a very . pleasing . er effect,give,you,Def,pronoun,Anim,a very pleasing effect,Indef,non,Inanim
and Captain Stokes had given a Mr Stirling . a trip down from Wellington .,given a Mr Stirling . a trip down from Wellington . to the Bluff .,given,a Mr Stirling,Indef,non,Anim,a trip down from Wellington to the Bluff,Indef,non,Inanim
and gave Chaslands permission . to go and recover the iron .,gave Chaslands permission . to go and recover the iron .,gave,Chaslands,Def-pn,non,Anim,permission to go and recover the iron,Indef,non,Inanim
and I just turned around . and gave him a packet of senna leaves .,gave him a packet of senna leaves .,gave,him,Def,pronoun,Anim,a packet of senna leaves,Indef,non,Inanim
and I showed her a piece of very pretty peacock blue .,showed her a piece of very pretty peacock blue .  ah rippling cloth,showed,her,Def,pronoun,Anim,a piece of very pretty peacock blue rippling cloth,Indef,non,Inanim
and he asked me if I could give him the recipe .,give him the recipe .,give,him,Def,pronoun,Anim,the recipe,Def,non,Inanim
and the corking and he showed every one of us .,showed every one of us .  the way to tie a bottle,showed,every one of us,Def,pronoun,Anim,the way to tie a bottle,Def,non,Inanim
brought him a letter from his wife . to say their baby boy had been drowned,brought him a letter from his wife . to say their baby boy had been drowned,brought,him,Def,pronoun,Anim,a letter from his wife to say their baby boy had been drowned,Indef,non,Inanim
and he took his gold with him . I told you how they mea divided their gold in the pannikins,told you how they mea divided their gold in the pannikins,told,you,Def,pronoun,Anim,how they divided their gold in the pannikins,Indef,non,Inanim
to eat . and of course they were giving the um the English people .  ahh,giving the um the English people .  ahh the preserved ginger,giving,the English people,Def,non,Anim,the preserved ginger,Def,non,Inanim
and when they came up to give me my . share . I left .,give me my . share .,give,me,Def,pronoun,Anim,my share,Def,non,Inanim
and he . turned informer and he told the policemen where they had their opium .,told the policemen where they had their opium .,told,the policemen,Def,non,Anim,where they had their opium,Indef,non,Inanim
can only give you their ahh Christian names <mmm hmm>,give you their ahh Christian names,give,you,Def,pronoun,Anim,their Christian names,Def,non,Inanim
and he said I've just finished my dinner . but I'll give you what I have left of the stew .,give you what I have left of the stew .,give,you,Def,pronoun,Anim,what I have left of the stew,Indef,non,Inanim
and the policeman come up and he ahh . oh there was a little bit of trouble about it I couldn't exactly tell you all the details of it . <mmm>,tell you all the details of it .,tell,you,Def,pronoun,Anim,all the details of it,Def,non,Inanim
that ought to give you all the names .,give you all the names .,give,you,Def,pronoun,Anim,all the names,Def,non,Inanim
who one day gave him a check for two pound which he took home to his mother . Mary Hamilton .,gave him a check for two pound,gave,him,Def,pronoun,Anim,a check for two pound,Indef,non,Inanim
and they told Sergeant Brown what they had done . <mmm hmm> he said well I'll take a watch and see what they were going to do.,told Sergeant Brown what they had done .,told,Sergeant Brown,Def-pn,non,Anim,what they had done,Indef,non,Inanim
and if she would take him a rope he would get out . because he was taken away the next day,take him a rope,take,him,Def,pronoun,Anim,a rope,Indef,non,Inanim
Black Peter offered to get him in if they'd give him a bottle of whiskey .,give him a bottle of whiskey .,give,him,Def,pronoun,Anim,a bottle of whiskey,Indef,non,Inanim
got behind the bullock and gave him one clack .,gave him one clack .,gave,him,Def,pronoun,Anim,one clack,Indef,non,Inanim
of course he had to give them a pull into the crop or away from the crop,give them a pull into the crop or away from the crop,give,them,Def,pronoun,Anim,a pull into the crop or away from the crop,Indef,non,Inanim
I'm only speaking from hearsay because I'm only telling you what . the old hands have told me occasionally,telling you what . the old hands have told me,telling,you,Def,pronoun,Anim,what the old hands have told me,Indef,non,Inanim
. that'd tell you how they the number of rabbits that were . how thick they were in that country at the back here at one time,tell you how they the number of rabbits that were . how thick they were in that country at the back here at one time,tell,you,Def,pronoun,Anim,how thick they were in that country at the back here at one time,Indef,non,Inanim
well he says give me a hand to pull on another pair of pants he says cause I'm bound to be getting wet .,give me a hand,give,me,Def,pronoun,Anim,a hand,Indef,non,Inanim
I told you his name what what'd I say his name was Bill ?,told you his name,told,you,Def,pronoun,Anim,his name,Def,non,Inanim
he told me that before he died with his own mouth,told me that,told,me,Def,pronoun,Anim,that,Def,pronoun,Inanim
I want to tell you some funny joke about Coopers when you're done,tell you some funny joke about Coopers,tell,you,Def,pronoun,Anim,some funny joke about Coopers,Indef,non,Inanim
he said would you give me a little bit of it .,give me a little bit of it .,give,me,Def,pronoun,Anim,a little bit of it,Indef,pronoun,Inanim
oh I give him a bit of it he didn't tell me what he was going to do with it,give him a bit of it,give,him,Def,pronoun,Anim,a bit of it,Indef,pronoun,Inanim
and ah . she gave me this whip with a whistle on it .,gave me this whip with a whistle on it .,gave,me,Def,pronoun,Anim,this whip with a whistle on it,Def,non,Inanim
but I want to tell you something about this Slater this boy was older than me .,tell you something about this Slater,tell,you,Def,pronoun,Anim,something about this Slater,Indef,non,Inanim
you know and had a great big spree and they'd give you so much each . you know .,give you so much,give,you,Def,pronoun,Anim,so much,Indef,non,Inanim
or anything like that they would ahh . come give and you a hand thought nothing about it .,give you a hand,give,you,Def,pronoun,Anim,a hand,Indef,non,Inanim
I could show you that up round there . yeah .,show you that,show,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
give him some brandy and milk and .,give him some brandy and milk,give,him,Def,pronoun,Anim,some brandy and milk,Indef,non,Inanim
I could tell you a good yarn about that Nui .,tell you a good yarn about that Nui .,tell,you,Def,pronoun,Anim,a good yarn about that Nui,Indef,non,Inanim
Lum used to tell me how much it was . it was pretty expensive . mmm . yeah .,tell me how much it was .,tell,me,Def,pronoun,Anim,how much it was,Indef,non,Inanim
and he turned round to me and he says I tell you that,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
they used to come here and pull buckets of it but I can't tell you the name of it .,tell you the name of it .,tell,you,Def,pronoun,Anim,the name of it,Def,non,Inanim
I think they did do them a lot of good .,do them a lot of good .,do,them,Def,pronoun,Anim,a lot of good,Indef,non,Inanim
but I didn't tell him that one,tell him that one,tell,him,Def,pronoun,Anim,that one,Def,pronoun,Inanim
I've told them a lot I shouldn't tell them too,told them a lot I shouldn't tell them too,told,them,Def,pronoun,Anim,a lot I should n't tell them too,Indef,non,Inanim
he was that way you see they used they'd give them um .,give them um .   what did they call them ?    . charitable aid -,give,them,Def,pronoun,Anim,charitable aid,Indef,non,Inanim
they had to give this a animal name the same as the rest of them   and,give this a animal name,give,this,Def,pronoun,Inanim,a animal name,Indef,non,Inanim
and I'll tell you another little story,tell you another little story,tell,you,Def,pronoun,Anim,another little story,Indef,non,Inanim
and ahh oh well we'll go and give the other fellow a turn .,give the other fellow a turn .,give,the other fellow,Def,non,Anim,a turn,Indef,non,Inanim
the ahh manager used to give a boy .,give a boy .   half a crown,give,a boy,Indef,non,Anim,half a crown,Indef,non,Inanim
I'll tell you an incident in reference to that .,tell you an incident in reference to that .,tell,you,Def,pronoun,Anim,an incident in reference to that,Indef,non,Inanim
knocker . and it turned out to be the dear old gentleman who'd lent them the frying pan .,lent them the frying pan .,lent,them,Def,pronoun,Anim,the frying pan,Def,non,Inanim
Paddy Corboy said he'd given old Cornelius Day a hiding and .,given old Cornelius Day a hiding,given,old Cornelius Day,Def-pn,non,Anim,a hiding,Indef,non,Inanim
and gave ah Jim thrupence to get e thrupenny loaf of bread .,gave ah Jim thrupence,gave,Jim,Def-pn,non,Anim,thrupence,Indef,non,Inanim
paid him for it . paid him cash .,paid him cash .,paid,him,Def,pronoun,Anim,cash,Indef,non,Inanim
use him for William not yet not just yet but he says I can tell you one thing .,tell you one thing .,tell,you,Def,pronoun,Anim,one thing,Indef,non,Inanim
show him what the liberals were doing making ducks and drakes of the country .,show him what the liberals were doing making ducks and drakes of the country .,show,him,Def,pronoun,Anim,what the liberals were doing making ducks and drakes of the country,Indef,non,Inanim
or Waihou river to give it its Maori name .,give it its Maori name .,give,it,Def,pronoun,Inanim,its Maori name,Def,non,Inanim
I can't tell you quite what year that is from memory .,tell you quite what year that is,tell,you,Def,pronoun,Anim,quite what year that is,Indef,non,Inanim
ahh Mr Firth they had a boat on the river I'll tell you a little about her -,tell you a little about her -,tell,you,Def,pronoun,Anim,a little about her,Indef,non,Inanim
and I showed him these bones . and he turned them over,showed him these bones .,showed,him,Def,pronoun,Anim,these bones,Def,non,Inanim
oh I couldn't tell you the date .,tell you the date .,tell,you,Def,pronoun,Anim,the date,Def,non,Inanim
. he didn't teach them anything ahh . stereotyped  . but,teach them anything ahh . stereotyped,teach,them,Def,pronoun,Anim,anything stereotyped,Indef,non,Inanim
. but he had them out . he showed them how to load rifles  . and,showed them how to load rifles,showed,them,Def,pronoun,Anim,how to load rifles,Indef,non,Inanim
of some sort I tell you how they used to come out here there was a few of them about .,tell you how they used to come out here,tell,you,Def,pronoun,Anim,how they used to come out here,Indef,non,Inanim
because . I'll tell you a thing now -,tell you a thing,tell,you,Def,pronoun,Anim,a thing,Indef,non,Inanim
well no I can't tell you anything about him but the n place was named after him .,tell you anything about him,tell,you,Def,pronoun,Anim,anything about him,Indef,non,Inanim
I I was in Macetown I'll tell you that when my story comes along,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
I I can't tell you how many he had but he must've had nine or ten of a family .,tell you how many he had,tell,you,Def,pronoun,Anim,how many he had,Indef,non,Inanim
for a long time I couldn't tell you how,tell you how long,tell,you,Def,pronoun,Anim,how long,Indef,non,Inanim
you can't tell you the name of it .,tell you the name of it .,tell,you,Def,pronoun,Anim,the name of it,Def,non,Inanim
I can't tell you the names of them now,tell you the names of them,tell,you,Def,pronoun,Anim,the names of them,Def,non,Inanim
I couldn't exactly tell you what I used to do .,tell you what I used to do .,tell,you,Def,pronoun,Anim,what I used to do,Indef,non,Inanim
I told him  that,told him  that,told,him,Def,pronoun,Anim,that,Indef,non,Inanim
I could tell you lots of things that I did on the farm .,tell you lots of things that I did on the farm .,tell,you,Def,pronoun,Anim,lots of things that I did on the farm,Indef,non,Inanim
I could show you my wedding dress and look here there's not another wedding dress with so much work on it .,show you my wedding dress,show,you,Def,pronoun,Anim,my wedding dress,Def,non,Inanim
too gave him a most enthusiastic reception -,gave him a most enthusiastic reception -,gave,him,Def,pronoun,Anim,a most enthusiastic reception,Indef,non,Inanim
eh - eh they gave him a great welcome .,gave him a great welcome .,gave,him,Def,pronoun,Anim,a great welcome,Indef,non,Inanim
and he coached us 'til twelve o' clock and he gave us enough work to do to keep us up to one or two in the morning,gave us enough work to do,gave,us,Def,pronoun,Anim,enough work to do,Indef,non,Inanim
well they treated it all but I just couldn't tell you the amount they got out of it for memory .,tell you the amount they got out of it,tell,you,Def,pronoun,Anim,the amount they got out of it,Def,non,Inanim
they give them ten thousand pounds for the right .,give them ten thousand pounds,give,them,Def,pronoun,Anim,ten thousand pounds,Indef,non,Inanim
to give them e~ evidence on the practical working of cyaniding .,give them e~ evidence on the practical working of cyaniding .,give,them,Def,pronoun,Anim,evidence on the practical working of cyaniding,Indef,non,Inanim
well he'll give you measured section perhaps a hundred feet on the line of a reef .,give you measured section,give,you,Def,pronoun,Anim,measured section,Indef,non,Inanim
you have to give give them ten percent .,give them ten percent .   of the gold you get .,give,them,Def,pronoun,Anim,ten percent of the gold you get,Indef,non,Inanim
half wages . to give yourself half wages -,give yourself half wages -,give,yourself,Def,pronoun,Anim,half wages,Indef,non,Inanim
and then ahh . you pay the company ten percent .,pay the company ten percent .,pay,the company,Def,non,Inanim,ten percent,Indef,non,Inanim
and he was paying me half wages,paying me half wages,paying,me,Def,pronoun,Anim,half wages,Indef,non,Inanim
but I said to him I protested and said I thought you'd given me these shares to keep .,given me these shares,given,me,Def,pronoun,Anim,these shares,Def,non,Inanim
so I gave him the job . feeding in the .,gave him the job . feeding in the .   Hauraki battery .,gave,him,Def,pronoun,Anim,the job feeding in the Hauraki battery,Def,non,Inanim
that gave me the right to go to the Auckland Grammar School for two years -,gave me the right to go to the Auckland Grammar School for two years -,gave,me,Def,pronoun,Anim,the right to go to the Auckland Grammar School for two years,Def,non,Inanim
he gave me a job .,gave me a job .,gave,me,Def,pronoun,Anim,a job,Indef,non,Inanim
and the dad told him to give me a proper sickenin' .,give me a proper sickenin' .,give,me,Def,pronoun,Anim,a proper sickenin',Indef,non,Inanim
taking that on I didn't tell her how bad it was .,tell her how bad it was .,tell,her,Def,pronoun,Anim,how bad it was,Indef,non,Inanim
um . gonna give her a royal welcome .,give her a royal welcome .,give,her,Def,pronoun,Anim,a royal welcome,Indef,non,Inanim
I'd let me pig dogs go to give them a run they'd been tied up -,give them a run,give,them,Def,pronoun,Anim,a run,Indef,non,Inanim
and Doctor Douglas gave Mrs Paul permission to go in with the . baby .,gave Mrs Paul permission to go in with the . baby .,gave,Mrs Paul,Def-pn,non,Anim,permission to go in with the baby,Indef,non,Inanim
and he he used to tell me . and show me .,show me .  the trouble . the nice cosy places they'd found for the blackberry plants .,show,me,Def,pronoun,Anim,the nice cosy places they 'd found for the blackberry plants,Def,non,Inanim
so I thought well I'll have to give it a I'll give it another go to put them down the hill and .,give it another go,give,it,Def,pronoun,Inanim,another go,Indef,non,Inanim
and ahh . back he come Dad sent him word of course,sent him word,sent,him,Def,pronoun,Anim,word,Indef,non,Inanim
yes . I can tell you the history of the [unclear] but then before going on then .,tell you the history of the [unclear],tell,you,Def,pronoun,Anim,the history of the [unclear],Def,non,Inanim
and I never eh found anyone yet who could tell me where the Boatman was .,tell me where the Boatman was .,tell,me,Def,pronoun,Anim,where the Boatman was,Indef,non,Inanim
well the very earliest I can't cannot remember but I could give you it from eh the history of a book written in eighty seven by Vincent Pike,give you it,give,you,Def,pronoun,Anim,it,Def,pronoun,Inanim
but he wouldn't give them any indication where the locality was,give them any indication where the locality was,give,them,Def,pronoun,Anim,any indication where the locality was,Indef,non,Inanim
. thirty forty feet in the air . they would give you a packet of crackers you had to light that packet of crackers,give you a packet of crackers,give,you,Def,pronoun,Anim,a packet of crackers,Indef,non,Inanim
. he ahh he he did give us some of his real Chinese language then,give us some of his real Chinese language,give,us,Def,pronoun,Anim,some of his real Chinese language,Indef,non,Inanim
I don't know any of actually but what Mr Munro I think knows a a story about it but ahh perhaps he could tell you this one,tell you this one  . about the ahh the famous council that he was when he was mayor,tell,you,Def,pronoun,Anim,this one about the famous council that he was when he was mayor,Def,pronoun,Inanim
over passing a vote of censure on him I think Mr Munro could tell you that story,tell you that story,tell,you,Def,pronoun,Anim,that story,Def,non,Inanim
. I think they used to call it ahh oh I won't give it that name but you know what I mean well they would back one horse to do something before the other,give it that name,give,it,Def,pronoun,Inanim,that name,Def,non,Inanim
. and after a dust storm they would simply give him the wheelbarrow and the shovel and they would wheel out the sand,give him the wheelbarrow and the shovel,give,him,Def,pronoun,Anim,the wheelbarrow and the shovel,Def,non,Inanim
and send them the money which he did .,send them the money,send,them,Def,pronoun,Anim,the money,Def,non,Inanim
eh to get up and down they they just allowed you a little . a little bit one could go after the other .,allowed you a little . a little bit,allowed,you,Def,pronoun,Anim,a little bit,Indef,non,Inanim
they would give you sugar if you had too mo much sugar you could . exchange it to for them <yes>,give you sugar,give,you,Def,pronoun,Anim,sugar,Indef,non,Inanim
that< > showed us how to to plait mats,showed us how to to plait mats,showed,us,Def,pronoun,Anim,how to plait mats,Indef,non,Inanim
the people . told them what he thought of them,told them what he thought of them,told,them,Def,pronoun,Anim,what he thought of them,Indef,non,Inanim
would you mind this for me . and he gave me a Capstan tobacco tin .,gave me a Capstan tobacco tin .   full of nuggets .,gave,me,Def,pronoun,Anim,a Capstan tobacco tin full of nuggets,Indef,non,Inanim
I can tell you rather a good joke about him he was an illiterate man of course .,tell you rather a good joke about him,tell,you,Def,pronoun,Anim,rather a good joke about him,Indef,non,Inanim
and going at  all the time we stopped a while on the road on account of the horses and give them a bit of feed .,give them a bit of feed .,give,them,Def,pronoun,Anim,a bit of feed,Indef,non,Inanim
well . I'll tell you that .,tell you that .,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
and if you'd go in she would make you a cup of tea and a bit of cake .,make you a cup of tea and a bit of cake .,make,you,Def,pronoun,Anim,a cup of tea and a bit of cake,Indef,non,Inanim
I don't know exactly I can't tell you just exactly the port it sailed from,tell you just exactly the port it sailed from,tell,you,Def,pronoun,Anim,just exactly the port it sailed from,Indef,non,Inanim
oh I couldn't tell you who   built,tell you who   built the bridge,tell,you,Def,pronoun,Anim,who built the bridge,Indef,non,Inanim
I couldn't tell you how many .,tell you how many .   of a population there was exactly .,tell,you,Def,pronoun,Anim,how many of a population there was exactly,Indef,non,Inanim
I couldn't tell you what dishes they had though I,tell you what dishes they had,tell,you,Def,pronoun,Anim,what dishes they had,Indef,non,Inanim
oh I couldn't tell you that <no>,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
oh I well couldn't tell you what they varied so --,tell you what they varied,tell,you,Def,pronoun,Anim,what they varied,Indef,non,Inanim
ahh . well I couldn't tell you what else he had .,tell you what else he had .,tell,you,Def,pronoun,Anim,what else he had,Indef,non,Inanim
oh I can't tell you that --,tell you that --,tell,you,Def,pronoun,Anim,that-,Indef,non,Inanim
ahh ahh probably to um give them some food or a drink or something .,give them some food or a drink or something .,give,them,Def,pronoun,Anim,some food or a drink or something,Indef,non,Inanim
so to give them the appearance of age .,give them the appearance of age .,give,them,Def,pronoun,Anim,the appearance of age,Def,non,Inanim
now -- ahh I couldn't give you a detailed history of of the Tainui people of course .,give you a detailed history of of the Tainui people,give,you,Def,pronoun,Anim,a detailed history of the Tainui people,Indef,non,Inanim
but um . th ahh Cowan gives him that name and says that his wife was Kahurere .,gives him that name,gives,him,Def,pronoun,Anim,that name,Def,non,Inanim
and he said he would tell them how to get their mother back .,tell them how to get their mother back .,tell,them,Def,pronoun,Anim,how to get their mother back,Indef,non,Inanim
gave the Waikatos fair warning  that,gave the Waikatos fair warning  that he was going to raid them as soon as he could find time to do it .,gave,the Waikatos,Def,non,Anim,fair warning that he was going to raid them as soon as he could find time to do it,Indef,non,Inanim
ahh this gave them a very distinct advantage over the,gave them a very distinct advantage over the  the ordinary infantry of the line who were armed with the long heavy   muzzle loading Enfield carbi~ ahh Enfield rifle .,gave,them,Def,pronoun,Anim,a very distinct advantage over the ordinary infantry of the line who were armed with the long heavy muzzle loading Enfield rifle,Indef,non,Inanim
them .  in teaching the Maori the Christian religion and also in teaching him Pakeha civilisation -,teaching the Maori the Christian religion,teaching,the Maori,Def,non,Anim,the Christian religion,Def,non,Inanim
them .  in teaching the Maori the Christian religion and also in teaching him Pakeha civilisation -,teaching him Pakeha civilisation -,teaching,him,Def,pronoun,Anim,Pakeha civilisation,Def-pn,non,Inanim
in his early years and lived Puhui . ahh and he told me the story of his ahh of his ancestor's . um origin .,told me the story of his ahh of his ancestor's . um origin .,told,me,Def,pronoun,Anim,the story of his ancestor's origin,Def,non,Inanim
the missionaries who really formed who really civilised the district and really . ahh gave it a a a stable .,gave it a a a stable .  um - ahh form of society .,gave,it,Def,pronoun,Inanim,a stable form of society,Indef,non,Inanim
and Williams offered him a whale boat so that he could go by himself but .,offered him a whale boat,offered,him,Def,pronoun,Anim,a whale boat,Indef,non,Inanim
will give you some idea perhaps of weather conditions here was that . Lake Waihola .,give you some idea perhaps of weather conditions here,give,you,Def,pronoun,Anim,some idea perhaps of weather conditions here,Indef,non,Inanim
he ahh . was I can't tell you much more than that except that .,tell you much more than that,tell,you,Def,pronoun,Anim,much more than that,Indef,non,Inanim
sell them a barrel a barrel of beer but however .  and,sell them a barrel a barrel of beer,sell,them,Def,pronoun,Anim,a barrel of beer,Indef,non,Inanim
and Sir George Grey . give father permission . to sell the Maoris this beer .,give father permission . to sell the Maoris this beer .,give,father,Def,non,Anim,permission to sell the Maoris this beer,Indef,non,Inanim
and Sir George Grey . give father permission . to sell the Maoris this beer .,sell the Maoris this beer .,sell,the Maoris,Def,non,Anim,this beer,Def,non,Inanim
I said . madam there's a lot of men coming along they'll tell you .,tell you .  what's happened .,tell,you,Def,pronoun,Anim,what 's happened,Indef,non,Inanim
they reckoned that ahh it'd do them ahh the coal mines a lot of harm .,do them ahh the coal mines a lot of harm .,do,the coal mines,Def,non,Inanim,a lot of harm,Indef,non,Inanim
so when we got there um I showed Mr White this lovely seam of coal,showed Mr White this lovely seam of coal,showed,Mr White,Def-pn,non,Anim,this lovely seam of coal,Def,non,Inanim
was w~ I'm telling you those things those what my father told me you see <yes>,telling you those things,telling,you,Def,pronoun,Anim,those things,Def,non,Inanim
he used to give me a lump but  oh he was,give me a lump,give,me,Def,pronoun,Anim,a lump,Indef,non,Inanim
but the like of Tom Picket he could tell you yarns by the dozen,tell you yarns,tell,you,Def,pronoun,Anim,yarns,Indef,non,Inanim
oh well a man came round to try and sell me one .,sell me one .,sell,me,Def,pronoun,Anim,one,Indef,pronoun,Inanim
they'd . sometimes give us a bit of a chase we'd run away but .,give us a bit of a chase,give,us,Def,pronoun,Anim,a bit of a chase,Indef,non,Inanim
and to give you an indication of the colourful times as they existed in those days .,give you an indication of the colourful times as they existed in those days .,give,you,Def,pronoun,Anim,an indication of the colourful times as they existed in those days,Indef,non,Inanim
went to Mr Goodall because as soon as he handed you the loaf he . here parley boy .,handed you the loaf,handed,you,Def,pronoun,Anim,the loaf,Def,non,Inanim
really good . business men and they came in and they gave you a price well .,gave you a price,gave,you,Def,pronoun,Anim,a price,Indef,non,Inanim
and the draper got four pence off them they cost him six and tuppence and he got six and sixpence for them .,cost him six and tuppence,cost,him,Def,pronoun,Anim,six and tuppence,Indef,non,Inanim
oh well sir we'll give them six and six this time only don't come back at that price again .,give them six and six,give,them,Def,pronoun,Inanim,six and six,Indef,non,Inanim
they would simply give you what you asked straight away .,give you what you asked,give,you,Def,pronoun,Anim,what you asked,Indef,non,Inanim
no we give you so and so .,give you so and so .,give,you,Def,pronoun,Anim,so and so,Indef,non,Inanim
I'll show you how he says you get under .,show you how,show,you,Def,pronoun,Anim,how,Indef,non,Inanim
and ah gave them a good deal of bother for a while as did the Bank of New Zealand the Bank of New Zealand .,gave them a good deal of bother,gave,them,Def,pronoun,Inanim,a good deal of bother,Indef,non,Inanim
they gave you a bill at three months .,gave you a bill,gave,you,Def,pronoun,Anim,a bill,Indef,non,Inanim
. that had told me the news and ah I think he must be dead,told me the news,told,me,Def,pronoun,Anim,the news,Def,non,Inanim
. but . he told me a lot about ah working up Bush Creek,told me a lot about ah working up Bush Creek,told,me,Def,pronoun,Anim,a lot about working up Bush Creek,Indef,non,Inanim
. so they said they would if he would give them what was in hi his basin,give them what was in hi his basin,give,them,Def,pronoun,Anim,what was in his basin,Indef,non,Inanim
<mm hmm> and he'd pay a man three pound a week to sit down and drink with him,pay a man three pound a week,pay,a man,Indef,non,Anim,three pound a week,Indef,non,Inanim
. so one of the the hotel keepers gave the,gave the  . the coach driver an order to get him a servant in Dunedin and to pick the ugliest woman he could find,gave,the coach driver,Def,non,Anim,an order to get him a servant in Dunedin and to pick the ugliest woman he could find,Indef,non,Inanim
. he'd came . so he showed me his hands and it wasn't the joint in his fingers that hadn't been broken at some time or other,showed me his hands,showed,me,Def,pronoun,Anim,his hands,Def,non,Inanim
. in a little house empty house across the road from me an we I gave him rugs,gave him rugs,gave,him,Def,pronoun,Anim,rugs,Indef,non,Inanim
<mm hmm> and he told me a lot about the early days,told me a lot about the early days,told,me,Def,pronoun,Anim,a lot about the early days,Indef,non,Inanim
<yes> so he ah - found that he couldn't work the gold so he he got me to come down with him and he showed me a very rich patch that I could get gold in,showed me a very rich patch that I could get gold in,showed,me,Def,pronoun,Anim,a very rich patch that I could get gold in,Indef,non,Inanim
