Unnamed: 0,Context,Response.variable,Possessor,Possessum,morph_case
5308,th&e back o&f the h~ hal$$k of the h~ hall,of-genitive,the hall,the back,gen
5309,&the commercial side& of $the things$ .,of-genitive,the things,the commercial side,gen
5310,&the top& of $the food$,of-genitive,the food,the top,gen
5311,&the floor& of $the shed$ and,of-genitive,the shed,the floor,gen
5312,&the banks& of $the river$,of-genitive,the river,the banks,gen
5313,&the back& of $a cigarette packet$,of-genitive,a cigarette packet,the back,gen
5314,th&e back o&f the . the concrete cutting boys? flat $$e cutting boys? flat .,of-genitive,the concrete cutting boys flat,the back,gen
5315,&the back& of $a truck$,of-genitive,a truck,the back,gen
5316,&the back& of $the truck$,of-genitive,the truck,the back,gen
5317,&the back& of $the truck$,of-genitive,the truck,the back,gen
5318,&the bottom& of $the woodwork room$,of-genitive,the woodwork room,the bottom,gen
5319,&the centre& of $the oil industry$,of-genitive,the oil industry,the centre,gen
5320,the first - part of th$e flight &$&art of the flight -,of-genitive,the flight,the first part,gen
5321,&the symptoms& of $tb$,of-genitive,tb,the symptoms,gen
5322,&the bodies& of $the bugs that have eaten the human excrement$ --,of-genitive,the bugs that have eaten the human excrement,the bodies,gen
5323,th&e first plant o&f it's typ$$st plant of it's type,of-genitive,its type,the first plant,gen
5324,&principal& of $a school$,of-genitive,a school,principal,gen
5325,&the hours& of   d~ $closure or darkness$ .,of-genitive,closure or darkness,the hours,gen
5326,&the social life& of $a life$,of-genitive,a life,the social life,gen
5327,&the likes& of $playstations and videos and computers and the internet$,of-genitive,playstations and videos and computers and the internet,the likes,gen
5328,&the price& of $quicksilver$,of-genitive,quicksilver,the price,gen
5329,&the back& of $the seat$,of-genitive,the seat,the back,gen
5330,&the history& of $coffee$,of-genitive,coffee,the history,gen
5331,&the top& of $the tree$,of-genitive,the tree,the top,gen
5332,&the owner& of $the shop$,of-genitive,the shop,the owner,gen
5333,&the side& of $the ravine$,of-genitive,the ravine,the side,gen
5334,th&e forerunner o&f today's . um incubator cabinet$$ . um incubator cabinets,of-genitive,today's incubator cabinets,the forerunner,gen
5335,&the back& of $the ute$ .,of-genitive,the ute,the back,gen
5336,&the front& of $the car$ ?,of-genitive,the car,the front,gen
5337,&the corner& of $the main road$,of-genitive,the main road,the corner,gen
5338,&the size& of $a football field$ .,of-genitive,a football field,the size,gen
5339,&the other side& of $the road$,of-genitive,the road,the other side,gen
5340,&the left hand side& of $the road$ .,of-genitive,the road,the left hand side,gen
5341,&the back& of $the car$ .,of-genitive,the car,the back,gen
5342,&the back& of $our car$ .,of-genitive,our car,the back,gen
5343,&the edge& of $the road$,of-genitive,the road,the edge,gen
5344,the . front -   ah of th$e hous&&o$nt -   ah of the house,of-genitive,the house,the front,gen
5345,&the top& of $my leg$,of-genitive,my leg,the top,gen
5346,&the other side& of $the room$,of-genitive,the room,the other side,gen
5347,&the magnificent novels& of $middlemarch$,of-genitive,middlemarch,the magnificent novels,gen
5348,&the last stages& $of my study of russian literature$,of-genitive,of my study of russian literature,the last stages,gen
5349,&the meat& of $the novel$ --,of-genitive,the novel,the meat,gen
5350,&the front& of $the saddle$,of-genitive,the saddle,the front,gen
5351,&the door& of $some musterer's hut$,of-genitive,some musterer's hut,the door,gen
5352,&the other side& of $the counter$ .,of-genitive,the counter,the other side,gen
5353,&the process& of $neutrality$,of-genitive,neutrality,the process,gen
5354,&the other part& of $my work$,of-genitive,my work,the other part,gen
5355,&the aim& of $the family court counselling$,of-genitive,the family court counselling,the aim,gen
5356,the other um area of pr$ivate referra&&a$rea of private referral,of-genitive,private referral,the other area,gen
5357,&the hazard& of $drought$,of-genitive,drought,the hazard,gen
5358,&the effect& of $the change from being purely psychiatric input to being more social work counselling input$,of-genitive,the change from being purely psychiatric input to being more social work counselling input,the effect,gen
5359,th&e use o&f the house which was ahh going to be closed down otherwise $$d down otherwise .,of-genitive,the house which was going to be closed down otherwise,the use,gen
5360,the um first year of th$e cours&&y$ear of the course,of-genitive,the course,the first year,gen
5361,&the early days& of $social work$,of-genitive,social work,the early days,gen
5362,&the number& of $assignments that they had to do$,of-genitive,assignments that they had to do,the number,gen
5363,th&e quality o&f what we're offering $$ we're offering .,of-genitive,what we 're offering,the quality,gen
5364,&the size& of $the ba degree$ .,of-genitive,the ba degree,the size,gen
5365,&the point& of $their lecture$,of-genitive,their lecture,the point,gen
5366,&the state& of $the new zealand economy$ the,of-genitive,the new zealand economy,the state,gen
5367,$your own policy$'s &case& .,s-genitive,your own policy,case,gen
5368,&the area& of $disability$,of-genitive,disability,the area,gen
5369,&the other end& of $the spectrum$,of-genitive,the spectrum,the other end,gen
5370,&the middle& of um ah their $their diggings$,of-genitive,their diggings,the middle,gen
5371,&the ends& of $the temple$,of-genitive,the temple,the ends,gen
5372,&the user& of $the phone$ .,of-genitive,the phone,the user,gen
5373,&the front& of $my bike$,of-genitive,my bike,the front,gen
5374,&the use& of $a bass$ .,of-genitive,a bass,the use,gen
5375,&the end& of $our street$,of-genitive,our street,the end,gen
5376,&the first promoter& of $miss new zealand$,of-genitive,miss new zealand,the first promoter,gen
5377,th&e end o&f the mik$$d of the mike,of-genitive,the mic,the end,gen
5378,&the end& of $the course$,of-genitive,the course,the end,gen
5379,&the six areas& of $people's life$ -,of-genitive,people's life,the six areas,gen
5380,&the middle& of $intersections$,of-genitive,intersections,the middle,gen
5381,&the middle& of $an intersection$ .,of-genitive,an intersection,the middle,gen
5382,&the source& of $constant amusement$ -,of-genitive,constant amusement,the source,gen
5383,&the beauty& of $those hills$,of-genitive,those hills,the beauty,gen
5384,&the whole object& of $retirement$,of-genitive,retirement,the whole object,gen
5385,&the back& of $the house$,of-genitive,the house,the back,gen
5386,&the end& of $the house$ .,of-genitive,the house,the end,gen
5387,&the design& of $computer systems$,of-genitive,computer systems,the design,gen
5388,&the other side& of $the electrical circuits$,of-genitive,the electrical circuits,the other side,gen
5389,&the main part& of $the carburettor$ .,of-genitive,the carburettor,the main part,gen
5390,&the development& of $capitalism$,of-genitive,capitalism,the development,gen
5391,&the middle& of $my theological studies$,of-genitive,my theological studies,the middle,gen
5392,&the context& of $worship$,of-genitive,worship,the context,gen
5393,&the window& of $the train$,of-genitive,the train,the window,gen
5394,&the whole body& of $the church$,of-genitive,the church,the whole body,gen
5395,&the front& of $the church$,of-genitive,the church,the front,gen
5396,&the back& of $the church$ .,of-genitive,the church,the back,gen
5397,&the front& of $the church$ .,of-genitive,the church,the front,gen
5398,th&e other side o&f the . doorwa$$side of the . doorway,of-genitive,the doorway,the other side,gen
5399,&the main body& of $the church$,of-genitive,the church,the main body,gen
5400,&the context& of $the service$,of-genitive,the service,the context,gen
5401,&the whole plan& of $salvation$,of-genitive,salvation,the whole plan,gen
5402,&the main body& of $the church$,of-genitive,the church,the main body,gen
5403,&the parts& of $the liturgy$,of-genitive,the liturgy,the parts,gen
5404,&the ends& of $sticks$,of-genitive,sticks,the ends,gen
5405,&the context& of $the revolution$,of-genitive,the revolution,the context,gen
5406,th&e midst o&f this context <mmm> of kind of change and oppression $$ind of change and oppression .,of-genitive,this context of change and oppression,the midst,gen
5407,&the real danger& of $revolutions$,of-genitive,revolutions,the real danger,gen
5408,&the breadth& of $the christian tradition$,of-genitive,the christian tradition,the breadth,gen
5409,&the centre& of $things$,of-genitive,things,the centre,gen
5410,&the pressure& of $a haircut$,of-genitive,a haircut,the pressure,gen
5411,&the erosion& of kind of $civil liberties$,of-genitive,civil liberties,the erosion,gen
5412,&the erosion& of $these civil liberties$ .,of-genitive,these civil liberties,the erosion,gen
5413,the  back of th$e bus &$&ck of the bus .,of-genitive,the bus,the back,gen
5414,&the back& of $the bus$ .,of-genitive,the bus,the back,gen
5415,the   back of th$e bu&&a$ck of the bus,of-genitive,the bus,the back,gen
5416,&the back seat& of $the bus$,of-genitive,the bus,the back seat,gen
5417,&the image& of $a full circle$ .,of-genitive,a full circle,the image,gen
5418,&the quirk& of $the cloud$,of-genitive,the cloud,the quirk,gen
5419,th&e quirk o&f some thing reflecting the .   rainbo$$ng the .   rainbow,of-genitive,some thing reflecting the rainbow,the quirk,gen
5420,&the size& of $that piano$ .,of-genitive,that piano,the size,gen
5421,&the size& of $a piano$ .,of-genitive,a piano,the size,gen
5422,th&e middle o&f this huge river about as wide as um .   ah as um let me think . ah .   or in places . um . certainly as wide as the estuary out towards sumner $$ let me think . ah .   or in places . um . certainly as wide as the estuary out towards sumner -,of-genitive,this huge river about as wide as the estuary out towards sumner,the middle,gen
5423,&the size& of $a footpath$,of-genitive,a footpath,the size,gen
5424,&the various stations& of $the cross$,of-genitive,the cross,the various stations,gen
5425,&the decor& of $the church$,of-genitive,the church,the decor,gen
5426,&the furnishings& of $the church$,of-genitive,the church,the furnishings,gen
5427,&the sense& of $what was happening$ .,of-genitive,what was happening,the sense,gen
5428,&the ownership& of $the buildings$ .,of-genitive,the buildings,the ownership,gen
5429,&the size& of $the lift we went in there$,of-genitive,the lift we went in there,the size,gen
5430,&the edge& of $the mouthpiece$,of-genitive,the mouthpiece,the edge,gen
5431,&the reeds& of $the bagpipes$,of-genitive,the bagpipes,the reeds,gen
5432,&the end& of $my little act$,of-genitive,my little act,the end,gen
5433,&the end& of $my act$,of-genitive,my act,the end,gen
5434,&the number& of $the line$,of-genitive,the line,the number,gen
5435,&the end& of $the fifth form$ .,of-genitive,the fifth form,the end,gen
5436,&the commercial side& of $the business$ .,of-genitive,the business,the commercial side,gen
5437,the upper   part of th$e buildin&&a$rt of the building,of-genitive,the building,the upper part,gen
5438,&the end& of $the sixth form$,of-genitive,the sixth form,the end,gen
5439,&the manufacture& of $raw sugar$,of-genitive,raw sugar,the manufacture,gen
5440,&the design& of $iron exchange columns$ .,of-genitive,iron exchange columns,the design,gen
5441,&the start& of $computer applications$,of-genitive,computer applications,the start,gen
5442,&the city& of $brotherly love$,of-genitive,brotherly love,the city,gen
5443,th&e closure o&f several parts of the honeywell .   busines$$neywell .   business,of-genitive,several parts of the honeywell business,the closure,gen
5444,the sort of .   ah chinese aspects of of li$f&& $chinese aspects of of life,of-genitive,life,the chinese aspects,gen
5445,the .   aromatic content of pe$tro&&n$tent of petrol,of-genitive,petrol,the aromatic content,gen
5446,&the fault& of $the new petrol$,of-genitive,the new petrol,the fault,gen
5447,$next door$'s &cat& -,s-genitive,next door,cat,gen
5448,&the bottom& of $the hull$,of-genitive,the hull,the bottom,gen
5449,&the top& of $the mast$ .,of-genitive,the mast,the top,gen
5450,&the back& of $a car$,of-genitive,a car,the back,gen
5451,th&e history o&f a boat which had been built in the thirties $$uilt in the thirties -,of-genitive,a boat which had been built in the '30s,the history,gen
5452,&the nature& of $politics$,of-genitive,politics,the nature,gen
5453,&the victims& of . of ahh -   of of ca~ of of $murder$ .,of-genitive,murder,the victims,gen
5454,&the best day& of of $trading$,of-genitive,trading,the best day,gen
5455,&the theory& of $music$,of-genitive,music,the theory,gen
5456,&the word& of $english$,of-genitive,english,the word,gen
5457,&the relationship& of $the word$,of-genitive,the word,the relationship,gen
5458,&the top& of $every itinerary$,of-genitive,every itinerary,the top,gen
5459,&the top& of $the wires$ -,of-genitive,the wires,the top,gen
5460,$the game$'s &profile&,s-genitive,the game,profile,gen
5461,&the end& of $form six$ .,of-genitive,form six,the end,gen
5462,&the lack& of $facilities$,of-genitive,facilities,the lack,gen
5463,&the availability& of $everything we require at our fingertips$,of-genitive,everything we require at our fingertips,the availability,gen
5464,&the majority& of $my training$,of-genitive,my training,the majority,gen
5465,$the school$'s &holidays&,s-genitive,the school,holidays,gen
5466,&the cycle& of ahh - $job allocations$,of-genitive,job allocations,the cycle,gen
5467,the um restructuring of th$e schoo&&r$ing of the school,of-genitive,the school,the restructuring,gen
5468,the<mmm> entire interior of th$e hous&&t$erior of the house,of-genitive,the house,the entire interior,gen
5469,&the back area& of $the ballroom$,of-genitive,the ballroom,the back area,gen
5470,&the end& of $the alphabet$,of-genitive,the alphabet,the end,gen
5471,&the end& of $the line$,of-genitive,the line,the end,gen
5472,&the video& of $the event$,of-genitive,the event,the video,gen
5473,&the extent& of $the incline on it$,of-genitive,the incline on it,the extent,gen
5474,&the driveway& of $the house$ .,of-genitive,the house,the driveway,gen
5475,the producing . or the manufacturing of re$cords &$&ing of records .,of-genitive,records,the producing or the manufacturing,gen
5476,&the name& of $smail$,of-genitive,smail,the name,gen
5477,&the grounds& of $common usage$ -,of-genitive,common usage,the grounds,gen
5478,&the head& of $the table$ .,of-genitive,the table,the head,gen
5479,&the colour& of $those cushions$ -,of-genitive,those cushions,the colour,gen
5480,&the other side& of $the camp$ -,of-genitive,the camp,the other side,gen
5481,&the lift& of $the pedal$,of-genitive,the pedal,the lift,gen
5482,&the middle& of $the road$,of-genitive,the road,the middle,gen
5483,&the side& of $the road$ and,of-genitive,the road,the side,gen
5484,&the side& of $the road$,of-genitive,the road,the side,gen
5485,th&e funnels o&f the .  train$$els of the .  trains,of-genitive,the train,the funnels,gen
5486,&the size& of $a cork$,of-genitive,a cork,the size,gen
5487,&the study& of $the law$,of-genitive,the law,the study,gen
5488,&the great concepts& of $law$,of-genitive,law,the great concepts,gen
5489,the darwin . section   <yeah> of the um . of th$e natural history museum in londo&&i$on   <yeah> of the um . of the natural history museum in london,of-genitive,the natural history museum in london,the darwin section,gen
5490,&the great wonders& of $nature$,of-genitive,nature,the great wonders,gen
5491,th&e product o&f a s~ ahh .   logical sequence of accidents $$gical sequence of accidents .,of-genitive,a logical sequence of accidents,the product,gen
5492,&the mathematical lengths& of $possibility and probability$ .,of-genitive,possibility and probability,the mathematical lengths,gen
5493,&the product& of $a greater mind$,of-genitive,a greater mind,the product,gen
5494,&the corner& of $the eye$,of-genitive,the eye,the corner,gen
5495,&the size& of $peas$,of-genitive,peas,the size,gen
5496,&the back& of $this real good van$,of-genitive,this real good van,the back,gen
5497,&the whole back& of $the vehicle$ .,of-genitive,the vehicle,the whole back,gen
5498,&the back& of $the vehicle$ .,of-genitive,the vehicle,the back,gen
5499,th&e back o&f his uh  real good va$$uh  real good van,of-genitive,his real good van,the back,gen
5500,&the side& of $the vehicle$,of-genitive,the vehicle,the side,gen
5501,&the back& of $the van$,of-genitive,the van,the back,gen
5502,&the back& of $your car$ .,of-genitive,your car,the back,gen
5503,&the other end& of $the phone$,of-genitive,the phone,the other end,gen
5504,&the worst first day& of $my life$,of-genitive,my life,the worst first day,gen
5505,&the sides& of $the walls of this van$,of-genitive,the walls of this van,the sides,gen
5506,&the walls& of $this van$,of-genitive,this van,the walls,gen
5507,&the quality& of $life$,of-genitive,life,the quality,gen
5508,&the other end& of $the bar$,of-genitive,the bar,the other end,gen
5509,&the side& of $the road$ -,of-genitive,the road,the side,gen
5510,&the side& of $the road$ .,of-genitive,the road,the side,gen
5511,&the other side& of $the road$ .,of-genitive,the road,the other side,gen
5512,&the edge& of $the bridge$ .,of-genitive,the bridge,the edge,gen
5513,&the point& of $that roof$,of-genitive,that roof,the point,gen
5514,&the other end& of $the room$ .,of-genitive,the room,the other end,gen
5515,&the performance side& of $the course$,of-genitive,the course,the performance side,gen
5516,&the floor& of $the tent$ .,of-genitive,the tent,the floor,gen
5517,&the beginning& of $the story$,of-genitive,the story,the beginning,gen
5518,&the end& of $the story$ -,of-genitive,the story,the end,gen
5519,&the novels& of $spanish culture$,of-genitive,spanish culture,the novels,gen
5520,&the middle& of $the riverbed$,of-genitive,the riverbed,the middle,gen
5521,the m~majority of th$e time &$&ity of the time .,of-genitive,the time,the majority,gen
5522,&the best ever time& of $my life$,of-genitive,my life,the best ever time,gen
5523,&the back& of $my hand$,of-genitive,my hand,the back,gen
5524,&the lines& of $like geosciences$,of-genitive,like geosciences,the lines,gen
5525,&the opposite& of $its name$,of-genitive,its name,the opposite,gen
5526,&the top& of $the building$ .,of-genitive,the building,the top,gen
5527,&the support& of $my gym$ .,of-genitive,my gym,the support,gen
5528,&the back& of $the gun$,of-genitive,the gun,the back,gen
5529,&the prime& of $their lives$,of-genitive,their lives,the prime,gen
5530,&the back& of $his motorbike$,of-genitive,his motorbike,the back,gen
5531,&the instep& of $my feet$ .,of-genitive,my feet,the instep,gen
5532,&the sound& of $a cigarette lighter$ -,of-genitive,a cigarette lighter,the sound,gen
5533,&the doors& of $the car$ .,of-genitive,the car,the doors,gen
5534,&the side& of $the road$,of-genitive,the road,the side,gen
5535,&the side& of $the drive$ .,of-genitive,the drive,the side,gen
5536,&the bottom& of $the cupboards$,of-genitive,the cupboards,the bottom,gen
5537,&the more interesting parts& of $the course$ .,of-genitive,the course,the more interesting parts,gen
5538,&the trickiest part& of $the course$ .,of-genitive,the course,the trickiest part,gen
5539,ba&ck o&f someones' head . <> $$nes' head . <> .,of-genitive,someone's head,back,gen
5540,&the middle& of $the game$ .,of-genitive,the game,the middle,gen
5541,&the middle& of $the train$,of-genitive,the train,the middle,gen
5542,th&e back o&f the ah trai$$ of the ah train,of-genitive,the train,the back,gen
5543,the . toilet . <> of these oh th$is train &$&let . <> of these oh this train .,of-genitive,this train,the toilet,gen
5544,&the other side& . <mmm> of $the border$,of-genitive,the border,the other side,gen
5545,th&e amount o&f money that we were . changing $$e were . changing .,of-genitive,money that we were changing,the amount,gen
5546,&the back corner& of $the car$ .,of-genitive,the car,the back corner,gen
5547,&the view& of $the headlights$ .,of-genitive,the headlights,the view,gen
5548,&the back& of $the reversing car$    -,of-genitive,the reversing car,the back,gen
5549,&the top& of $my eyelid$ .,of-genitive,my eyelid,the top,gen
5550,&the top& of $my eyelid$ .,of-genitive,my eyelid,the top,gen
5551,&the side& of $the head$ -,of-genitive,the head,the side,gen
5552,&the corner& of $the toilet$,of-genitive,the toilet,the corner,gen
5553,&the insides& of $the mags$,of-genitive,the mags,the insides,gen
5554,&the side& of $my car$,of-genitive,my car,the side,gen
5555,&the spiritual aspect& of $martial arts$ -,of-genitive,martial arts,the spiritual aspect,gen
5556,&the form& of $a triangle$ .,of-genitive,a triangle,the form,gen
5557,&the amounts& of $energy you actually transfer$,of-genitive,energy you actually transfer,the amounts,gen
5558,&the profitability and the liability& . of $such a venture$,of-genitive,such a venture,the profitability and the liability,gen
5559,&the boredoms and the frustrations& of $modern life$ .,of-genitive,modern life,the boredoms and the frustrations,gen
5560,&the source& of $extreme frustration on my behalf$ .,of-genitive,extreme frustration on my behalf,the source,gen
5561,&the eyes& of $the law$ .,of-genitive,the law,the eyes,gen
5562,&the end& of ah $what i wanted to do$,of-genitive,what i wanted to do,the end,gen
5563,&the end& of $my academic career$ .,of-genitive,my academic career,the end,gen
5564,the second . book of th$e trilogy &$&ook of the trilogy -,of-genitive,the trilogy,the second book,gen
5565,&the right& of $conquest$,of-genitive,conquest,the right,gen
5566,&the other side& of $the fence$ .,of-genitive,the fence,the other side,gen
5567,&the colour& of $my hair$,of-genitive,my hair,the colour,gen
5568,&the speed& of $sound$,of-genitive,sound,the speed,gen
5569,&the back& of $a property$ .,of-genitive,a property,the back,gen
5570,&the next year& of $varsity$ -,of-genitive,varsity,the next year,gen
5571,$the store$'s . &income& .,s-genitive,the store,income,gen
5572,&the front page& of $the paper$,of-genitive,the paper,the front page,gen
5573,&the roof& of $the car$,of-genitive,the car,the roof,gen
5574,&the corner& . of $the door$ .,of-genitive,the door,the corner,gen
5575,the . back of th$e truc&&a$ck of the truck,of-genitive,the truck,the back,gen
5576,&the start& of $the trip$,of-genitive,the trip,the start,gen
5577,&the bottom& of $the slope$,of-genitive,the slope,the bottom,gen
5578,&the bottom& of $the slope$ .,of-genitive,the slope,the bottom,gen
5579,&the left& of $the gate$,of-genitive,the gate,the left,gen
5580,&the edge& of $the top$,of-genitive,the top,the edge,gen
5581,&the effect& of $the smog$,of-genitive,the smog,the effect,gen
5582,&the back& of $the valiant$,of-genitive,the valiant,the back,gen
5583,&the amount& of $fish$,of-genitive,fish,the amount,gen
5584,the .   side of th$e house .$ < && side of the house . < >,of-genitive,the house,the side,gen
5585,the .   inside of th$e hous&&n$side of the house,of-genitive,the house,the inside,gen
5586,&the way& of $dolls and women's day and all that$,of-genitive,dolls and women's day and all that,the way,gen
5587,&the receiving end& of $a hiding$,of-genitive,a hiding,the receiving end,gen
5588,&the second day& of $high school$ -,of-genitive,high school,the second day,gen
5589,&the second day& of $school$,of-genitive,school,the second day,gen
5590,the entire   hard crew of th$e seventh form and the sixth form and the fifth for&&r$ew of the seventh form and the sixth form and the fifth form,of-genitive,the seventh form and the sixth form and the fifth form,the entire hard crew,gen
5591,&the other side& of $the field$,of-genitive,the field,the other side,gen
5592,&the most trickiest part& of $the rapid$ .,of-genitive,the rapid,the most trickiest part,gen
5593,&the other side& of $the river$,of-genitive,the river,the other side,gen
5594,&the other side& of $the river$ .,of-genitive,the river,the other side,gen
5595,&the size& of $our house$,of-genitive,our house,the size,gen
5596,&the size& of $the house$ .,of-genitive,the house,the size,gen
5597,&the right side& of $the rock$ .,of-genitive,the rock,the right side,gen
5598,&the biggest mistake& of $my life$ .,of-genitive,my life,the biggest mistake,gen
5599,&the day& of $that letter$,of-genitive,that letter,the day,gen
5600,&the middle& of $my apprenticeship$,of-genitive,my apprenticeship,the middle,gen
5601,&the amount& of $time$,of-genitive,time,the amount,gen
5602,th&e centre o&f one . finge$$e of one . finger,of-genitive,one finger,the centre,gen
5603,&the end& of $another finger$,of-genitive,another finger,the end,gen
5604,&the inside& of $the canvas sleeve$,of-genitive,the canvas sleeve,the inside,gen
5605,&the other side& of $the wall$ .,of-genitive,the wall,the other side,gen
5606,&the end& of $my apprenticeship$,of-genitive,my apprenticeship,the end,gen
5607,&the top& of $his forehead$ -,of-genitive,his forehead,the top,gen
5608,&the bonnet& of $the old man's car$ .,of-genitive,the old man's car,the bonnet,gen
5609,&the biggest part& of $my job$'s,of-genitive,my job,the biggest part,gen
5610,&the hardest part& of $the climb$,of-genitive,the climb,the hardest part,gen
5611,&the side& of $my head$ .,of-genitive,my head,the side,gen
5612,th&e height o&f the big diving boar$$ng board,of-genitive,the big diving board at qe2,the height,gen
5613,&the format& of $pages$ .,of-genitive,pages,the format,gen
5614,&the start& of $each section$ ? ,of-genitive,each section,the start,gen
5615,&the side& of $the bed$,of-genitive,the bed,the side,gen
5616,&the first year& of $university$,of-genitive,university,the first year,gen
5617,&the price& of $one$,of-genitive,one,the price,gen
5618,&the bulk& of $your life$,of-genitive,your life,the bulk,gen
5619,&the middle& of $a street in auckland$ .,of-genitive,a street in auckland,the middle,gen
5620,&the cost& of $the flats over there$,of-genitive,the flats over there,the cost,gen
5621,&the main part& of $the staple diet$,of-genitive,the staple diet,the main part,gen
5622,&the side& of $the boat$,of-genitive,the boat,the side,gen
5623,&the size& of $limit fish$,of-genitive,limit fish,the size,gen
5624,&the consistency& of $waitaki mash$,of-genitive,waitaki mash,the consistency,gen
5625,&the size& of $the boat$,of-genitive,the boat,the size,gen
5626,&the size& of $the boat$,of-genitive,the boat,the size,gen
5627,&the end& of $four overs$,of-genitive,four overs,the end,gen
5628,&the back& of $my mind$,of-genitive,my mind,the back,gen
5629,&the stress& of $a real job$ .,of-genitive,a real job,the stress,gen
5630,&the equivalent& of $walking$ .,of-genitive,walking,the equivalent,gen
5631,t$he very . $um . ends of their . toes &&m . ends of their . toes .,of-genitive,their toes,the very ends,gen
5632,&the side& of $david attenborough's face$,of-genitive,david attenborough's face,the side,gen
5633,&the process& of $leaving$,of-genitive,leaving,the process,gen
5634,&the gist& of $complaints$,of-genitive,complaints,the gist,gen
5635,th&e context o&f the employment that you're . then going on t$$ then going on to,of-genitive,the employment that you 're then going on to,the context,gen
5636,&the fingers& of $one hand$ .,of-genitive,one hand,the fingers,gen
5637,the original um concept of fu$n&&c$ept of funk,of-genitive,funk,the original concept,gen
5638,&the absence& of $anything else$ -,of-genitive,anything else,the absence,gen
5639,th&e bottom o&f a . small pon$$of a . small pond,of-genitive,a small pond,the bottom,gen
5640,&population distribution& of $the game$,of-genitive,the game,population distribution,gen
5641,&the last parts& of $the book$,of-genitive,the book,the last parts,gen
5642,&the majority& of $the shops$ .,of-genitive,the shops,the majority,gen
5643,&the side& of $the pool$,of-genitive,the pool,the side,gen
5644,&end& of $high school$,of-genitive,high school,end,gen
5645,&mechanics& of $physics$,of-genitive,physics,mechanics,gen
5646,&the middle& of $the road$ .,of-genitive,the road,the middle,gen
5647,&the center& of $attention$,of-genitive,attention,the center,gen
5648,the real .   socially retarded version of li$fe &$&rsion of life .,of-genitive,life,the real socially retarded version,gen
5649,&the end& of $the uni thing$,of-genitive,the uni thing,the end,gen
5650,&the construction or fabrication& of $components$,of-genitive,components,the construction or fabrication,gen
5651,&the view& of $the open spaces$,of-genitive,the open spaces,the view,gen
5652,&the bulk& of $the freight$,of-genitive,the freight,the bulk,gen
5653,&the back& of $the airport$,of-genitive,the airport,the back,gen
5654,&the creak& of $the door$,of-genitive,the door,the creak,gen
5655,&the makers& of $the early fridges$,of-genitive,the early fridges,the makers,gen
5656,&the protection& of $the trees$,of-genitive,the trees,the protection,gen
5657,&the end& of $the page$,of-genitive,the page,the end,gen
5658,&the best day& of $your life$,of-genitive,your life,the best day,gen
5659,&the end& of $the warf$,of-genitive,the warf,the end,gen
5660,th&e circle o&f of . we is$$circle of of . we ism,of-genitive,weism,the circle,gen
5661,&the size& of $a pillow case$ .,of-genitive,a pillow case,the size,gen
5662,&the end& of $the mad scene$,of-genitive,the mad scene,the end,gen
5663,the um . end of th$e america's cu&& $. end of the america's cup,of-genitive,the america's cup,the end,gen
5664,&the scheduling& of $all the ads$,of-genitive,all the ads,the scheduling,gen
5665,&the direction& of $the on air sound$,of-genitive,the on air sound,the direction,gen
5666,&the general sound& of $the station$,of-genitive,the station,the general sound,gen
5667,&the theory side& of $things$,of-genitive,things,the theory side,gen
5668,&the sounds& of $things$,of-genitive,things,the sounds,gen
5669,&the end& of $high school$,of-genitive,high school,the end,gen
5670,&the bottom& of $his drink$ .,of-genitive,his drink,the bottom,gen
5671,&the other side& of $the field$,of-genitive,the field,the other side,gen
5672,&first six years& of $my life$ .,of-genitive,my life,first six years,gen
5673,&latter days& of $primary school$,of-genitive,primary school,latter days,gen
5674,th&e head o&f a real estate agent . um back in motueka $$um back in motueka -,of-genitive,a real estate agent back in motueka,the head,gen
5675,&the quality& of $the stick$,of-genitive,the stick,the quality,gen
5676,th&e other side o&f the . the ac~ ahh accountant off~ office$$ . the ac~ ahh accountant off~ offices,of-genitive,the accountant offices,the other side,gen
5677,the . style of ga$m&&y$le of game,of-genitive,game,the style,gen
5678,&the middle& of $the science room$,of-genitive,the science room,the middle,gen
5679,&the end& of $the boom$,of-genitive,the boom,the end,gen
5680,&the middle& of $the room$ -,of-genitive,the room,the middle,gen
5681,&the back& of $the classroom$,of-genitive,the classroom,the back,gen
5682,&the densest parts& of $the brain$ .,of-genitive,the brain,the densest parts,gen
5683,&the density& of $the point$  -,of-genitive,the point,the density,gen
5684,&the number& of $intersection points$,of-genitive,intersection points,the number,gen
5685,&the region& of $about six million dollars$,of-genitive,about six million dollars,the region,gen
5686,&the number& of $scanners$ .,of-genitive,scanners,the number,gen
5687,&the number& of $scanners$,of-genitive,scanners,the number,gen
5688,&the inside& of $your body$ .,of-genitive,your body,the inside,gen
5689,&the dominant type& of musi $music$,of-genitive,music,the dominant type,gen
5690,&the back& of $the jeep$/,of-genitive,the jeep,the back,gen
5691,&the best part& of $the movie$,of-genitive,the movie,the best part,gen
5692,the ahh sort of elements of la$nguag&&t$ of elements of language,of-genitive,language,the elements,gen
5693,the first . few years of my$ life &$&ars of my life -,of-genitive,my life,the first few years,gen
5694,&the morning& of $your ceremony$,of-genitive,your ceremony,the morning,gen
5695,&the price& of of $pork bellies$,of-genitive,pork bellies,the price,gen
5696,&the middle& of $the riots$,of-genitive,the riots,the middle,gen
