accuLine,Construction,verb,rec,rec.def,rec.pron,rec.anim,thm,thm.def,thm.pron,thm.anim
because they would bring &school work& to $home$ and we'd sit down and,bring home school work,bring,home,Def,non,Inanim,school work,Indef,non,Inanim
I sent &couple of e-mail messages& to $ya$ but you probably know that,sent ya couple of e-mail messages,sent,ya,Def,pronoun,Anim,couple of e-mail messages,Indef,non,Inanim
more worried about the fact that he might tell &where I lived& to $one of his mates$ and they'd come burgle me or something,tell one of his mates where I lived,tell,one of his mates,Indef,pronoun,Anim,where I lived,Indef,non,Inanim
that was more - um sort of ya know him talking when he was really angry especially because nobody would give &my address& to $him$,give him my address,give,him,Def,pronoun,Anim,my address,Def,non,Inanim
ahh it certainly taught &a lot more about critical thinking& to $me$,taught me a lot more about critical thinking .,taught,me,Def,pronoun,Anim,a lot more about critical thinking,Indef,non,Inanim
they're seating them down they're giving &the good service& to $them$,giving them the good service,giving,them,Def,pronoun,Anim,the good service,Def,non,Inanim
they're bringing &the food& to $them$,bringing them the food,bringing,them,Def,pronoun,Anim,the food,Def,non,Inanim
and ahh . they didn't . give &that& to $me$,give me that .,give,me,Def,pronoun,Anim,that,Def,pronoun,Inanim
and it was clear from the interview that they weren't going to give &a school& to $me$,give me a school .,give,me,Def,pronoun,Anim,a school,Indef,non,Inanim
get dressed and things like that giving &a shower& to $them$ and .,giving them a shower,giving,them,Def,pronoun,Anim,a shower,Indef,non,Inanim
huh . I'll have to tell &this& to $you$ another time,tell you this,tell,you,Def,pronoun,Anim,this,Def,pronoun,Inanim
they don't just give &a photograph album& to $you$,give you a photograph album,give,you,Def,pronoun,Anim,a photograph album,Indef,non,Inanim
which didn't do &much good& to $us$ either .,do us much good,do,us,Def,pronoun,Anim,much good,Indef,non,Inanim
gave &a loophole& to $us$ and it proba,gave us a loophole,gave,us,Def,pronoun,Anim,a loophole,Indef,non,Inanim
hopefully it gave &a loophole& to $the agency$,gave the agency a loophole,gave,the agency,Def,non,Inanim,a loophole,Indef,non,Inanim
and oh he never gave &a ticket& to $me$,gave me a ticket,gave,me,Def,pronoun,Anim,a ticket,Indef,non,Inanim
I just gave &a hand& to $them$ to do it - um .,gave them a hand,gave,them,Def,pronoun,Anim,a hand,Indef,non,Inanim
and they gave &three months& to $me$ to get it right. and its -,gave me three months,gave,me,Def,pronoun,Anim,three months,Indef,non,Inanim
ell his boss his boss won't give &a reference& to $him$,give him a reference,give,him,Def,pronoun,Anim,a reference,Indef,non,Inanim
he said I'm just gonna t give &a bit of advice& to $you$,give you a bit of advice.,give,you,Def,pronoun,Anim,a bit of advice,Indef,non,Inanim
I'll show &a picture of a& to $you$,show you a picture of a .,show,you,Def,pronoun,Anim,a picture of a,Indef,non,Inanim
allowed to tell &that story& to $you$,tell you that story,tell,you,Def,pronoun,Anim,that story,Def,non,Inanim
I'll tell &the official virgin& to $you$,tell you the official virgin .,tell,you,Def,pronoun,Anim,the official virgin,Def,non,Inanim
and give &a kiss& to $her$ um,give her a kiss,give,her,Def,pronoun,Anim,a kiss,Indef,non,Inanim
he always gave &what we wanted& to $us$ usually . so,gave us what we wanted,gave,us,Def,pronoun,Anim,what we wanted,Indef,non,Inanim
if you give &the best conditions& to $them$,give them the best conditions,give,them,Def,pronoun,Anim,the best conditions,Def,non,Inanim
like it still costs &two dollar odd& to $them$ two f~,costs them two dollar odd,costs,them,Def,pronoun,Anim,two dollar odd,Indef,non,Inanim
we though we could give &a go& to $her$ and .,give her a go,give,her,Def,pronoun,Anim,a go,Indef,non,Inanim
managed it for two years and then they offered &the lease& to $me$ so . <mmm> that,offered me the lease,offered,me,Def,pronoun,Anim,the lease,Def,non,Inanim
and that gave &enough money& to $us$ to live on,gave us enough money,gave,us,Def,pronoun,Anim,enough money,Indef,non,Inanim
gave &the deposit for this property& to $us$ <mmm>,gave us the deposit for this property .,gave,us,Def,pronoun,Anim,the deposit for this property,Def,non,Inanim
give &tablets& to $her$ because she would take,give her tablets,give,her,Def,pronoun,Anim,tablets,Indef,non,Inanim
so that gave &a life& to $them$ and umm <right> me umm another experience,gave them a life,gave,them,Def,pronoun,Anim,a life,Indef,non,Inanim
we started off walking in through the track that was indicated on the maps . found this was looping around too much and probably costing &too much time& to $us$,costing us too much time,costing,us,Def,pronoun,Anim,too much time,Indef,non,Inanim
but we'd never tell &what it was& to $them$ the boys had been out shooting and bought a bit of old goat home <that's funny>,tell them what it was,tell,them,Def,pronoun,Anim,what it was,Indef,non,Inanim
um . and they taught me a few lit~ little things and I gave &a taste of what it was like to work as an engineer& to $me$   being,gave me a taste of what it was like to work as an engineer .,gave,me,Def,pronoun,Anim,a taste of what it was like to work as an engineer,Indef,non,Inanim
and he'll you know teach you teach &the basics& to $you$ um . you know .,teach you the basics,teach,you,Def,pronoun,Anim,the basics,Def,non,Inanim
instructors will probably assume that some other instructor has told &this& to $you$ or w~ that you know this but .   I,told you this,told,you,Def,pronoun,Anim,this,Def,pronoun,Inanim
they were . they told &what to do& to $the front office manager$,told the front office manager what to do .,told,the front office manager,Def,non,Anim,what to do,Indef,non,Inanim
going back and we were sitting up having a cup of tea and you are who you know cos she hadn't told &anything about me& to $them$,told them anything about me .,told,them,Def,pronoun,Anim,anything about me,Indef,non,Inanim
well I spose taught &fishing& to $them$ but I never taught them much shooting I don't think one of my older son probably never shot out of a shotgun .,taught them fishing,taught,them,Def,pronoun,Anim,fishing,Indef,non,Inanim
well I spose taught them fishing but I never taught &much shooting& to $them$ I don't think one of my older son probably never shot out of a shotgun .,taught them much shooting,taught,them,Def,pronoun,Anim,much shooting,Indef,non,Inanim
he said 'give &a hand& to $us$ to cut that jaw off' . he said 'and we'll drag it over' he said . 'and I'll take it home' . he said 'and bury the thing',give us a hand,give,us,Def,pronoun,Anim,a hand,Indef,non,Inanim
and he said 'and we'll give &a couple of teeth out of it& to $you$,give you a couple of teeth out of it' .,give,you,Def,pronoun,Anim,a couple of teeth out of it,Indef,non,Inanim
doesn't serve &any good& to $me$ I know that .,serve me any good,serve,me,Def,pronoun,Anim,any good,Indef,non,Inanim
and um . she gave &this list& to $us$ and ahh .,gave us this list,gave,us,Def,pronoun,Anim,this list,Def,non,Inanim
I won't see you stuck give &a phone call& to $us$ <uh huh>,give us a phone call .,give,us,Def,pronoun,Anim,a phone call,Indef,non,Inanim
and they thought well that's brave give &an award& to $her$ for it .,give her an award,give,her,Def,pronoun,Anim,an award,Indef,non,Inanim
they were just giving &a warm up for the following year& to $us$,giving us a warm up for the following year -,giving,us,Def,pronoun,Anim,a warm up for the following year,Indef,non,Inanim
oh it'd sound better if I said thirty nine so you'd just charge &thirty nine dollars& to $her$ but -,charge her thirty nine dollars .,charge,her,Def,pronoun,Anim,thirty nine dollars,Indef,non,Inanim
he's gave &a price& to $us$ we weren't very happy about it so .,gave us a price .,gave,us,Def,pronoun,Anim,a price,Indef,non,Inanim
and he passes when he sells it to the retailer he charges &the wholesale price plus tax& to $them$ <right> .,charges them the wholesale price plus tax,charges,them,Def,pronoun,Anim,the wholesale price plus tax,Def,non,Inanim
the photographer's gonna charge &tax& to $the retailer$,charge the retailer tax .,charge,the retailer,Def,non,Inanim,tax,Indef,non,Inanim
if you sell &a picture& to $them$ you can charge them the retail price <mm hm> but no tax,sell them a picture .,sell,them,Def,pronoun,Inanim,a picture,Indef,non,Inanim
if you sell them a picture . you can charge &the retail price& to $them$ <mm hm> but no tax,charge them the retail price,charge,them,Def,pronoun,Inanim,the retail price,Def,non,Inanim
you don't charge &twenty percent tax& to $them$ let's say it was twenty percent tax on it . <right>,charge them twenty percent tax .,charge,them,Def,pronoun,Inanim,twenty percent tax,Indef,non,Inanim
you don't charge &twenty percent of twenty dollars& to $them$ you charge them twenty percent of the deemed wholesale price .,charge them twenty percent of twenty dollars,charge,them,Def,pronoun,Inanim,twenty percent of twenty dollars,Indef,non,Inanim
you don't charge them twenty percent of twenty dollars you charge &twenty percent of the deemed wholesale price& to $them$,charge them twenty percent of the deemed wholesale price .,charge,them,Def,pronoun,Inanim,twenty percent of the deemed wholesale price,Indef,non,Inanim
you'd be charging &twenty dollars& to $them$ plus . a,charging them twenty dollars .,charging,them,Def,pronoun,Inanim,twenty dollars,Indef,non,Inanim
for a wholesale . value if you're selling something for twenty dollars they will tell &what your wholesale level is& to $you$,tell you what your wholesale level is .,tell,you,Def,pronoun,Anim,what your wholesale level is,Indef,non,Inanim
you don't have to give &a return& to $the government$,give the government a return .,give,the government,Def,non,Inanim,a return,Indef,non,Inanim
<mmm> in the holidays which would give &enough time& to $you$,give you enough time .,give,you,Def,pronoun,Anim,enough time,Indef,non,Inanim
an I think she even gave &the boot& to $him$ a couple a times -,gave him the boot,gave,him,Def,pronoun,Anim,the boot,Def,non,Inanim
I should really give &three hundred and fifty a week& to $them$ an that's for . mortgages .,give them three hundred and fifty a week .,give,them,Def,pronoun,Anim,three hundred and fifty a week,Indef,non,Inanim
yeah well it's costing . with ACC at the moment it's costing &about sixty dollars a week& to $us$,costing us about sixty dollars a week,costing,us,Def,pronoun,Anim,about sixty dollars a week,Indef,non,Inanim
as it is at the moment . yeah it's costing &money& to $us$ its two hundred and forty a month .,costing us money,costing,us,Def,pronoun,Anim,money,Indef,non,Inanim
and he said 'oh yeah' he says 'I'll give &a go& to $you$ he says 'long as your price is about the same as Frank's an .,give you a go',give,you,Def,pronoun,Anim,a go,Indef,non,Inanim
sort of sniffing around and she used to give &a swipe with the toast& to $it$,give it a swipe with the toast,give,it,Def,pronoun,Anim,a swipe with the toast,Indef,non,Inanim
and the ahh . oh no they lent &the boats& to $us$ for a big ahh -,lent us the boats,lent,us,Def,pronoun,Anim,the boats,Def,non,Inanim
/oh yeah they only show &the good days& to $you$ though/,show you the good days,show,you,Def,pronoun,Anim,the good days,Def,non,Inanim
because there was only two people that owed &money& to $me$,owed me money .,owed,me,Def,pronoun,Anim,money,Indef,non,Inanim
er had a gave a gave &the usual two or three warnings& to $them$ <mmm> and sent them .,gave them the usual two or three warnings,gave,them,Def,pronoun,Anim,the usual two or three warnings,Def,non,Inanim
what'd they put in it ? they gave &something& to $me$ when I got to hospital .   cut,gave me something,gave,me,Def,pronoun,Anim,something,Indef,non,Inanim
they charge &eighty dollars& to $us$ for that --,charge us eighty dollars,charge,us,Def,pronoun,Anim,eighty dollars,Indef,non,Inanim
and he wanted me to give &a reference& to $him$ and that .,give him a reference,give,him,Def,pronoun,Anim,a reference,Indef,non,Inanim
you know fifties plus that got tonnes of money you can charge &heaps& to $them$,charge them heaps,charge,them,Def,pronoun,Anim,heaps,Indef,non,Inanim
and ah tell &a bit of bullshit about the country& to $them$,tell them a bit of bullshit about the country,tell,them,Def,pronoun,Anim,a bit of bullshit about the country,Indef,non,Inanim
watch very carefully what I was do what he was doing and I used to offer to give &a hand& to $him$,give him a hand .,give,him,Def,pronoun,Anim,a hand,Indef,non,Inanim
and um . yes they taught &how to drink and smoke& to $me$,taught me how to drink and smoke    -,taught,me,Def,pronoun,Anim,how to drink and smoke,Indef,non,Inanim
she's given &a written disclaimer& to $us$ she's got no connection with the gang .,given us a written disclaimer,given,us,Def,pronoun,Anim,a written disclaimer,Indef,non,Inanim
I told &no end of lies about myself& to $Dianne$,told Dianne no end of lies about myself .,told,Dianne,Def-pn,non,Anim,no end of lies about myself,Indef,non,Inanim
I could tell &some stories about that there Lake Pukaki& to $you$,tell you some stories about that there Lake Pukaki,tell,you,Def,pronoun,Anim,some stories about that there Lake Pukaki,Indef,non,Inanim
we went up the gondola . I don't think your mums ever told &this& to $you$ <I don't think> but we,told you this .,told,you,Def,pronoun,Anim,this,Def,pronoun,Inanim
who who told &that story& to $you$,told you that story ?,told,you,Def,pronoun,Anim,that story,Def,non,Inanim
